iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2018.07,1,10.3539,6.2814,61.0564,24.0048,3,3,0,1.5,1.5,1.5,1.5
2,1999.2,1,8.63891,8.36754,70.826,30.1306,2.92404,2.92404,0,1.46202,1.55678,1.55713,1.46202
3,1987.31,1,8.67096,9.36936,90.8236,46.161,2.85,2.85,0,1.425,1.57788,1.5177,1.52436
4,1968.22,1,6.1558,11.9888,140.317,65.3551,2.77784,2.77784,0,1.38892,1.53792,1.47927,1.48576
5,1969.04,1,6.01908,11.8687,198.716,59.3539,2.7075,2.7075,0,1.35375,1.49898,1.44182,1.44814
6,1958.24,1,6.80551,9.18058,204.55,69.0627,2.63894,2.63894,0,1.31947,1.48393,1.40531,1.59816
7,1939.59,1,5.94496,8.90298,228.924,104.094,2.57212,2.57212,0,1.28606,1.47345,1.36973,1.55769
8,1930.25,1,5.10182,8.69067,261.898,92.1014,2.507,2.507,0,1.2535,1.43615,1.33504,1.53561
9,1926.9,1,5.30311,6.69497,247.597,105.995,2.44352,2.44352,0,1.22176,1.67373,1.30124,1.49673
10,1917.57,1,4.03683,7.73857,221.958,141.609,2.38165,2.38165,0,1.19082,1.6615,1.26829,1.45883
11,1904.31,1,5.19858,5.14686,250.4,133.226,2.32134,2.32134,0,1.16067,1.61943,1.23618,1.4687
12,1891.39,1,5.44123,4.8218,229.067,133.01,2.26257,2.26257,0,1.13128,1.65856,1.20488,1.43151
13,1887.44,1,5.7681,7.44661,156.181,191.733,2.20528,2.20528,0,1.10264,1.7639,1.19188,1.5509
14,1878.1,1,5.77183,5.09145,188.939,244.695,2.14944,2.14944,0,1.07472,1.95256,1.1617,1.51163
15,1860.75,1,5.78922,4.64792,155.345,245.808,2.09501,2.09501,0,1.04751,2.06436,1.13229,1.47335
16,1859.02,1,7.15863,6.368,151.089,172.059,2.04197,2.04197,0,1.02098,2.01209,1.14528,1.47107
17,1836.87,1,6.57413,5.3315,103.396,214.427,1.99026,1.99026,0,0.995131,1.9961,1.11628,1.43382
18,1839.23,1,6.58048,7.13481,99.2667,173.062,1.93987,1.93987,0,0.969933,1.94556,1.15245,1.60494
19,1823.95,1,7.1773,7.72281,108.545,164.316,1.89075,1.89075,0,0.945374,1.99016,1.12327,1.56431
20,1810.59,1,7.94673,6.9707,127.466,159.297,1.84287,1.84287,0,0.921437,1.93976,1.09482,1.56417
21,1809.94,1,8.07484,9.73869,140.634,134.678,1.79621,1.79621,0,0.898105,2.03752,1.0671,1.63544
22,1785.75,1,6.64543,10.4936,125.751,172.057,1.75073,1.75073,0,0.875365,1.98593,1.04008,1.59403
23,1789.85,1,6.74548,8.28721,108.192,179.451,1.7064,1.7064,0,0.8532,2.24007,1.02124,1.55367
24,1769.39,1,7.34489,8.58616,114.309,261.059,1.66319,1.66319,0,0.831597,2.18335,0.995386,1.51433
25,1753.45,1,8.45132,11.4861,97.6708,232.77,1.62108,1.62108,0,0.81054,2.12807,0.970182,1.47598
26,1738.88,1,8.59858,13.8141,86.2178,275.346,1.58003,1.58003,0,0.790017,2.07418,0.945616,1.43861
