simulations,OFV
500,952.182
1000,954.372
1500,954.903
2000,955.791
2500,956.03
3000,955.971
3500,954.899
4000,954.76
4500,954.745
5000,954.694
5500,954.733
6000,954.515
6500,954.143
7000,954.446
7500,954.192
8000,954.323
8500,954.438
9000,954.193
9500,953.89
10000,953.732
10500,953.791
11000,953.648
11500,953.76
12000,953.635
12500,953.499
13000,953.002
13500,953.031
14000,953.165
14500,952.835
15000,952.792
15500,952.887
16000,952.905
16500,952.819
17000,952.925
17500,952.98
18000,952.91
18500,952.984
19000,952.974
19500,953.023
20000,952.959
20500,952.796
21000,952.764
21500,952.74
22000,952.821
22500,952.88
23000,952.79
23500,952.596
24000,952.656
24500,952.722
25000,952.716
25500,952.476
26000,952.514
26500,952.517
27000,952.558
27500,952.482
28000,952.329
28500,952.352
29000,952.374
29500,952.373
30000,952.408
