simulations,OFV
500,954.571
1000,954.123
1500,954.557
2000,951.647
2500,952.213
3000,952.789
3500,952.8
4000,953.195
4500,953.754
5000,953.86
5500,954.13
6000,954.37
6500,953.55
7000,953.304
7500,953.459
8000,953.738
8500,953.968
9000,953.691
9500,953.283
10000,952.618
10500,952.522
11000,952.593
11500,952.331
12000,952.012
12500,952.076
13000,951.913
13500,951.882
14000,951.882
14500,951.836
15000,951.871
15500,951.67
16000,951.73
16500,951.759
17000,951.799
17500,951.823
18000,951.646
18500,951.796
19000,951.814
19500,951.835
20000,951.609
20500,951.651
21000,951.524
21500,951.611
22000,951.755
22500,951.679
23000,951.494
23500,951.482
24000,951.427
24500,951.278
25000,951.377
25500,951.427
26000,951.421
26500,951.345
27000,951.278
27500,951.323
28000,951.459
28500,951.487
29000,951.587
29500,951.652
30000,951.753
