iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1247.43,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1225.08,1,9.70183,13.5048,48.6488,84.3082,0.95,0.95,0.285,0.285,0.938502,0.974679,1.32167,0.974679,0.974679,0.974679
3,1211.35,1,9.53642,11.5675,49.428,76.4873,0.9025,0.9025,0.27075,0.27075,0.939487,0.95,1.28821,0.95,1.03607,0.95
4,1191.1,1,9.7058,11.9379,49.7075,66.0135,0.857375,0.857375,0.257212,0.257212,0.908138,0.925945,1.25559,0.925945,1.11199,0.925945
5,1163.98,1,9.83581,9.97711,50.8738,67.1878,0.814506,0.814506,0.244352,0.244352,0.915662,0.9025,1.2238,0.9025,1.08384,0.9025
6,1149.91,1,9.57594,10.0772,48.1303,70.0027,0.773781,0.773781,0.232134,0.232134,0.919577,0.879648,1.19281,0.879648,1.05639,0.879648
7,1137.09,1,9.46265,8.76255,51.8067,75.6537,0.735092,0.735092,0.220528,0.220528,0.922217,0.857375,1.16261,0.857375,1.02964,0.857375
8,1116.27,1,9.56927,9.84639,55.457,65.697,0.698337,0.698337,0.209501,0.209501,0.922739,0.835666,1.13317,0.835666,1.00357,0.835666
9,1101.18,1,9.50723,9.00864,53.0454,75.4395,0.66342,0.66342,0.199026,0.199026,0.925559,0.814506,1.10448,0.814506,0.978161,0.814506
10,1079.39,1,9.48962,8.69643,51.2219,72.6308,0.630249,0.630249,0.189075,0.189075,0.930343,0.793882,1.07651,0.793882,0.953394,0.793882
11,1064.9,1,9.6926,10.0827,52.96,71.8176,0.598737,0.598737,0.179621,0.179621,0.925423,0.773781,1.04925,0.773781,0.929253,0.773781
12,1049.14,1,9.73778,10.1172,50.2555,65.2137,0.5688,0.5688,0.17064,0.17064,0.94548,0.754188,1.02269,0.754188,0.920353,0.754188
13,1036.68,1,9.72312,9.45078,52.9186,76.7613,0.54036,0.54036,0.162108,0.162108,0.948111,0.735092,0.996792,0.735092,0.96306,0.735092
14,1026.49,1,9.86646,10.2242,49.0324,74.8199,0.513342,0.513342,0.154003,0.154003,0.962815,0.716479,0.971552,0.716479,0.938675,0.716479
15,1009.4,1,9.82655,10.4329,52.4248,88.7101,0.487675,0.487675,0.146302,0.146302,0.962653,0.698337,1.03223,0.698337,0.914907,0.698337
16,1007.11,1,9.78405,10.3006,50.8014,81.4718,0.463291,0.463291,0.138987,0.138987,0.96554,0.680655,1.00609,0.680655,0.912012,0.680655
17,976.845,1,9.65448,10.2242,51.4441,88.4323,0.440127,0.440127,0.132038,0.132038,0.963074,0.66342,0.984345,0.66342,0.898848,0.66342
18,982.134,1,9.62514,9.80156,51.7812,90.0391,0.41812,0.332272,0.125436,0.131485,0.956029,0.646622,1.0106,0.646622,0.896598,0.646622
19,968.271,1,9.49588,9.59276,51.3725,96.4087,0.397214,0.232807,0.119164,0.133534,0.963762,0.630249,0.985011,0.630249,0.873896,0.630249
20,960.721,1,9.45457,10.2664,51.5279,92.8806,0.377354,0.252588,0.113206,0.138824,0.950604,0.614291,0.96007,0.614291,0.851768,0.614291
