iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1482.44,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1458.52,1,5.50818,27.8212,7.43887,34.2287,0.974679,0.974679,1.0256,0.974679,0.998761,0.974679,0.974679
3,1454.29,1,5.3352,28.3378,7.00577,35.2953,0.95,0.95,0.999629,0.95,0.998761,0.95,0.95
4,1445.64,1,4.96701,26.7781,7.58867,33.4784,0.925945,0.925945,1.07782,0.925945,0.998761,0.925945,0.925945
5,1427.42,1,4.93564,26.4982,5.65086,32.9566,0.9025,0.9025,1.05052,0.9025,0.998761,0.9025,0.9025
6,1417.26,1,5.08136,27.3809,6.53644,33.9186,0.879648,0.879648,1.02392,0.879648,0.998761,0.879648,0.879648
7,1405.63,1,5.25235,26.3794,6.4894,32.6521,0.857375,0.857375,0.997998,0.857375,0.998761,0.857375,0.857375
8,1385.14,1,5.17639,29.3246,7.66127,36.0624,0.835666,0.835666,0.972728,0.835666,0.998761,0.835666,0.835666
9,1389.43,1,5.26569,31.5052,6.69657,38.8236,0.814506,0.814506,1.07569,0.814506,0.998761,0.814506,0.814506
10,1370.1,1,5.4887,30.1512,6.54767,37.0154,0.793882,0.793882,1.05492,0.793882,0.998761,0.793882,0.793882
11,1362.89,1,5.34388,33.1755,6.45837,40.3398,0.773781,0.773781,1.19787,0.773781,0.998761,0.773781,0.773781
12,1345.27,1,5.35523,31.2304,5.56721,38.0695,0.754188,0.754188,1.16754,0.754188,0.998761,0.754188,0.754188
13,1344.61,1,5.33576,34.83,6.06473,42.3815,0.735092,0.735092,1.2349,0.735092,0.998761,0.735092,0.735092
14,1345.58,1,5.29661,33.5195,5.88247,40.7509,0.716479,0.740116,1.31361,0.738448,0.998761,0.716479,0.716479
15,1322.3,1,5.40625,29.7833,7.66104,36.1524,0.698337,0.721375,1.28969,0.71975,0.998761,0.698337,0.698337
16,1311.83,1,5.41325,27.2216,9.14368,33.0947,0.680655,0.70311,1.30155,0.701526,0.998761,0.680655,0.680655
17,1295.54,1,5.39803,27.0527,8.51891,33.214,0.66342,0.685307,1.27108,0.683763,0.998761,0.66342,0.66342
18,1290.51,1,5.66696,27.3204,10.5968,33.5013,0.646622,0.667954,1.2389,0.666449,0.998761,0.646622,0.646622
19,1273.39,1,5.4825,26.4626,12.1697,32.1679,0.630249,0.651041,1.20753,0.649575,0.998761,0.630249,0.630249
20,1272.37,1,5.62156,25.8198,9.69259,31.4125,0.614291,0.644175,1.17695,0.645837,0.998761,0.614291,0.614291
21,1258.03,1,5.4999,24.0949,13.5411,29.664,0.598737,0.627864,1.14715,0.629484,0.998761,0.598737,0.598737
22,1244.67,1,5.68432,24.8354,11.6983,30.7658,0.583577,0.611967,1.11811,0.613545,0.998761,0.583577,0.583577
23,1226.86,1,5.47221,25.2632,10.7313,31.3782,0.5688,0.596471,1.0898,0.59801,0.998761,0.5688,0.5688
24,1211.98,1,5.70572,24.8493,9.11254,30.7304,0.554398,0.581368,1.0622,0.582868,0.998761,0.554398,0.554398
25,1211.43,1,5.70384,25.1144,7.85109,30.9196,0.54036,0.566648,1.03531,0.56811,0.998761,0.54036,0.54036
26,1194.18,1,5.40799,25.568,8.47739,31.6245,0.526678,0.5523,1.00909,0.553725,0.998761,0.526678,0.526678
27,1183.91,1,5.35763,27.48,7.58495,33.8823,0.513342,0.538315,0.983541,0.539704,0.998761,0.513342,0.513342
28,1166.99,1,5.49062,28.1821,7.34661,34.5951,0.500344,0.524685,0.958637,0.526039,0.998761,0.500344,0.500344
29,1147.5,1,5.60781,26.9233,6.17373,32.8972,0.487675,0.5114,0.934364,0.512719,0.998761,0.487675,0.487675
30,1137.62,1,5.64029,25.6244,5.68649,31.3239,0.475327,0.498451,0.910705,0.499737,0.998761,0.475327,0.475327
31,1129.49,1,5.61119,26.2646,5.88951,31.9922,0.463291,0.48583,0.887645,0.487083,0.998761,0.463291,0.463291
32,1122.67,1,5.54553,24.732,5.63174,30.139,0.45156,0.473528,0.956276,0.47475,0.998761,0.45156,0.45156
33,1100.2,1,5.38547,25.1485,5.14647,30.5173,0.440127,0.461538,0.932062,0.462729,0.998761,0.440127,0.440127
