iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1495.38,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1483.09,1,4.74818,25.4091,9.23547,31.1534,0.974679,0.974679,0.974679,0.974679,0.998761,0.974679,0.974679
3,1473.71,1,4.86353,25.2255,8.71918,31.1199,0.95,0.95,1.12453,0.95,0.998761,0.95,0.95
4,1468.39,1,4.619,24.1946,10.2421,29.8045,0.925945,0.925945,1.26236,0.925945,0.998761,0.925945,0.925945
5,1454.68,1,4.41508,25.9175,7.00445,31.7242,0.9025,0.9025,1.2304,0.9025,0.998761,0.9025,0.9025
6,1441.7,1,4.40258,27.6834,7.47622,33.9305,0.879648,0.879648,1.19924,0.879648,0.998761,0.879648,0.879648
7,1428.62,1,4.72913,29.33,7.98194,35.9279,0.857375,0.857375,1.16888,0.857375,0.998761,0.857375,0.857375
8,1415.87,1,4.66232,28.3385,7.95427,34.5959,0.835666,0.835666,1.13928,0.835666,0.998761,0.835666,0.835666
9,1412.26,1,4.77901,31.1072,8.54701,38.1621,0.814506,0.814506,1.11043,0.814506,0.998761,0.814506,0.814506
10,1392.96,1,4.88619,30.9918,7.40848,38.0527,0.793882,0.793882,1.08232,0.793882,0.998761,0.793882,0.793882
11,1382.59,1,4.78004,31.1657,7.03595,38.1775,0.773781,0.773781,1.05721,0.773781,0.998761,0.773781,0.773781
12,1372.72,1,4.96179,29.6473,6.62062,36.2066,0.754188,0.754188,1.03044,0.754188,0.998761,0.754188,0.754188
13,1378.84,1,4.87565,31.0287,8.3117,37.7903,0.735092,0.735092,1.19606,0.735092,0.998761,0.735092,0.735092
14,1352.14,1,4.94661,27.2024,7.31713,33.1635,0.716479,0.716479,1.21473,0.716479,0.998761,0.716479,0.716479
15,1337.38,1,4.87358,28.2751,8.49101,34.578,0.698337,0.698337,1.29143,0.698337,0.998761,0.698337,0.698337
16,1337.19,1,4.79408,26.4164,7.45772,32.3044,0.680655,0.680655,1.42497,0.680655,0.998761,0.680655,0.680655
17,1316.28,1,4.88451,26.8576,6.28022,32.9777,0.66342,0.66342,1.38889,0.66342,0.998761,0.66342,0.66342
18,1305.96,1,5.01592,28.7384,6.21884,35.2349,0.646622,0.646622,1.35372,0.646622,0.998761,0.646622,0.646622
19,1307.21,1,4.82354,26.8,6.08652,32.6622,0.630249,0.630249,1.49055,0.630249,0.998761,0.630249,0.630249
20,1289.45,1,4.91323,25.8856,6.50758,31.5468,0.614291,0.614291,1.45281,0.614291,0.998761,0.614291,0.614291
