time,Q1,Q2,Q3
72,4.09975,7.315,12.482
72.83,6.779,10.7,16.60025
73.66,8.51,12.91,19.34025
74.48,9.74,14.41,21.1605
75.31,10.59,15.46,22.70125
76.14,10.6885,15.505,22.952
76.97,8.31675,12.4,18.62025
77.79,6.56,10.365,16.1225
78.62,5.42975,8.995,14.29175
79.45,4.50975,7.905,13.13125
80.28,5.15,8.685,14.1305
81.1,7.37975,11.535,17.68075
81.93,9.0095,13.45,20.01075
82.76,10.05975,14.795,21.76425
83.59,10.82,15.78,23.2145
84.41,9.749,14.365,21.39475
85.24,7.66975,11.615,17.8
86.07,6.20925,9.89,15.46
86.9,5.09875,8.59,13.9405
87.72,4.30925,7.62,12.793
88.55,6.05975,9.79,15.56025
89.38,7.979,12.27,18.68025
90.21,9.4,13.99,20.6425
91.03,10.34,15.16,22.4005
91.86,11.04925,16.08,23.702
92.69,8.959,13.345,20.06375
93.52,7.0295,10.975,17.1705
94.34,5.79975,9.42,14.84125
95.17,4.81975,8.26,13.55025
96,4.10975,7.37,12.54275
