time,Q1,Q2,Q3
72,11.43975,17.94,28.68125
72.83,11.43975,17.945,28.711
73.66,11.44,17.955,28.74075
74.48,11.44,17.96,28.77075
75.31,11.44,17.96,28.8005
76.14,11.44,17.97,28.83025
76.97,11.44,17.97,28.86
77.79,11.44,17.975,28.88
78.62,11.44,17.98,28.8905
79.45,11.44,17.98,28.9105
80.28,11.44,17.98,28.93075
81.1,11.44975,17.985,28.941
81.93,11.44975,17.985,28.961
82.76,11.44975,17.99,28.98075
83.59,11.44975,17.99,28.99075
84.41,11.44975,17.99,29.00075
85.24,11.44975,17.99,29.0205
86.07,11.44975,17.995,29.0305
86.9,11.44975,17.995,29.0405
87.72,11.44975,18,29.0505
88.55,11.44975,18,29.07025
89.38,11.44975,18,29.08025
90.21,11.44975,18,29.09
91.03,11.44975,18,29.1
91.86,11.44975,18,29.11
92.69,11.44975,18,29.12
93.52,11.44975,18.005,29.12025
94.34,11.44975,18.005,29.13025
95.17,11.44975,18.005,29.13025
96,11.44975,18.005,29.14025
