time,Q1,Q2,Q3
72,6.60875,13.595,26.052
72.83,27.03925,40.64,62.136
73.66,40.8975,58.83,86.4015
74.48,38.16725,54.87,80.95175
75.31,29.99725,43.105,64.2705
76.14,24.10975,35.26,54.02125
76.97,19.86975,29.95,46.45475
77.79,16.7695,26.195,41.361
78.62,14.41,23.25,37.7105
79.45,12.54925,21.055,35.2305
80.28,11.0585,19.24,33.25075
81.1,9.849,17.695,31.5405
81.93,8.6385,16.37,29.90425
82.76,7.62975,15.245,28.363
83.59,6.97875,14.16,26.902
84.41,18.3785,28.585,45.664
85.24,34.7065,50.57,75.629
86.07,44.209,63.385,93.55075
86.9,33.7205,48.265,71.51
87.72,26.669,38.81,58.72125
88.55,21.9495,32.415,50.12325
89.38,18.229,27.755,43.19125
90.21,15.5395,24.635,40.02325
91.03,13.4195,22.18,36.48225
91.86,11.8085,20.15,34.292
92.69,10.42975,18.485,32.47025
93.52,9.24925,17.055,30.78425
94.34,8.1395,15.825,29.1935
95.17,7.3,14.695,27.69225
96,6.69975,13.725,26.31025
