time,Q1,Q2,Q3
72,5.39925,10.32,19.03225
72.83,15.08775,22.825,34.09025
73.66,21.426,31.04,45.491
74.48,19.54975,28.695,41.35025
75.31,14.9995,22.765,33.28075
76.14,11.8185,18.915,28.421
76.97,9.839,16.085,25.65425
77.79,8.2095,13.875,23.39675
78.62,6.91975,12.27,21.49175
79.45,5.87,11.025,19.882
80.28,9.35825,15.14,25.2515
81.1,17.54675,25.96,37.901
81.93,22.74,33.225,48.54525
82.76,17.87725,26.44,38.1315
83.59,13.79775,21.37,31.5
84.41,11.06725,17.885,27.37
85.24,9.23,15.285,24.9235
86.07,7.759,13.29,22.9105
86.9,6.5595,11.815,20.88325
87.72,5.6,10.69,19.49325
88.55,12.50925,19.275,29.782
89.38,19.64,28.67,41.85175
90.21,21.43,31.46,45.21775
91.03,16.29,24.515,35.6505
91.86,12.68975,20.145,29.8925
92.69,10.39975,16.935,26.3445
93.52,8.71925,14.56,24.15525
94.34,7.33,12.78,22.13775
95.17,6.24875,11.43,20.441
96,5.40925,10.375,19.1125
