time,Q1,Q2,Q3
72,2.77975,5.34,9.9115
72.83,6.87725,10.25,15.90025
73.66,9.23975,13.725,19.9015
74.48,8.67875,12.905,18.751
75.31,6.89775,10.505,15.69025
76.14,5.569,8.9,13.78275
76.97,4.57,7.78,12.63425
77.79,3.988,6.905,11.67075
78.62,3.39975,6.21,10.961
79.45,2.99975,5.66,10.361
80.28,4.33975,7.3,12.28075
81.1,7.79575,11.505,17.44075
81.93,9.89975,14.675,21.14025
82.76,7.98925,11.98,17.4825
83.59,6.3495,9.92,14.97175
84.41,5.22,8.49,13.461
85.24,4.3695,7.475,12.3135
86.07,3.7895,6.66,11.431
86.9,3.26925,6.02,10.79075
87.72,2.89975,5.51,10.2205
88.55,5.68975,8.93,14.32
89.38,8.6095,12.695,18.771
90.21,9.459,13.97,20.294
91.03,7.43875,11.205,16.6
91.86,5.91925,9.38,14.47075
92.69,4.90975,8.15,13.0905
93.52,4.18725,7.19,12.035
94.34,3.57975,6.435,11.21125
95.17,3.13,5.84,10.601
96,2.79,5.375,10.0605
