time,Q1,Q2,Q3
72,5.109,10.64,19.35175
72.83,13.03925,20.7,31.805
73.66,18.32875,27.71,40.64025
74.48,16.96975,25.95,38.40125
75.31,13.4595,20.9,31.87025
76.14,11.1085,17.755,27.8625
76.97,9.11925,15.525,24.9615
77.79,7.75,13.785,22.8235
78.62,6.52975,12.45,21.33075
79.45,5.57875,11.315,20.2115
80.28,8.48975,14.54,24.2135
81.1,15.03675,23.345,35.13425
81.93,19.6755,29.58,43.436
82.76,15.63725,24.13,36.151
83.59,12.5085,19.735,30.3405
84.41,10.37575,16.94,26.9815
85.24,8.64975,14.925,24.2625
86.07,7.309,13.32,22.292
86.9,6.1795,12.095,20.99275
87.72,5.32975,11.025,19.89275
88.55,10.9895,17.915,28.68
89.38,16.708,25.69,37.941
90.21,18.60375,28.19,41.584
91.03,14.49925,22.495,34.02325
91.86,11.7495,18.685,29.26025
92.69,9.6395,16.265,25.95525
93.52,8.216,14.375,23.671
94.34,6.9,12.88,21.91025
95.17,5.85975,11.76,20.65425
96,5.15775,10.74,19.5635
