time,Q1,Q2,Q3
72,3.6895,6.435,10.65375
72.83,5.43975,8.665,13.40025
73.66,6.6195,10.095,15.28125
74.48,7.5465,11.16,16.572
75.31,8.138,11.91,17.552
76.14,8.20975,12.065,17.52075
76.97,6.70925,10.06,14.7725
77.79,5.60925,8.64,13.2905
78.62,4.7095,7.665,12.14175
79.45,4.05875,6.87,11.26175
80.28,4.39925,7.29,11.821
81.1,5.87,9.24,14.25025
81.93,6.90975,10.49,15.734
82.76,7.74825,11.47,16.91275
83.59,8.27875,12.155,17.93275
84.41,7.689,11.325,16.50125
85.24,6.348,9.55,14.1445
86.07,5.25975,8.295,12.911
86.9,4.46975,7.4,11.834
87.72,3.84975,6.68,11.082
88.55,4.99925,8.05,12.76025
89.38,6.24975,9.735,14.8355
90.21,7.258,10.87,16.3705
91.03,7.93925,11.72,17.39075
91.86,8.4195,12.42,18.20225
92.69,7.2095,10.655,15.861
93.52,5.93975,9.11,13.84025
94.34,4.9695,7.99,12.64
95.17,4.2495,7.155,11.63275
96,3.69925,6.49,10.90025
