time,Q1,Q2,Q3
72,1.769,3.64,6.8205
72.83,4.67,7.3,11.241
73.66,6.5995,9.79,14.48075
74.48,7.84775,11.575,16.85025
75.31,8.76925,12.87,18.70075
76.14,8.94925,13.15,19.201
76.97,6.77,10.295,15.44075
77.79,5.4795,8.41,12.80125
78.62,4.47925,7.14,11.2205
79.45,3.77875,6.2,10.07025
80.28,3.16975,5.5,9.26
81.1,2.75975,4.935,8.58025
81.93,2.40925,4.49,8.04025
82.76,2.09975,4.12,7.5505
83.59,1.85975,3.795,7.08025
84.41,3.51975,5.69,9.271
85.24,5.73875,8.69,13.04125
86.07,7.27975,10.77,15.821
86.9,8.3295,12.265,17.90075
87.72,9.15925,13.445,19.52075
88.55,7.7495,11.565,17.2505
89.38,6.1195,9.26,13.9915
90.21,4.9685,7.71,11.9905
91.03,4.05975,6.65,10.60075
91.86,3.43975,5.84,9.69075
92.69,2.93,5.22,8.9405
93.52,2.57975,4.715,8.32
94.34,2.24,4.31,7.81075
95.17,1.97,3.96,7.3215
96,1.7795,3.66,6.91025
