time,Q1,Q2,Q3
72,7.3295,15.055,27.692
72.83,25.40875,38.62,57.30225
73.66,36.90825,55.21,78.9845
74.48,36.0155,51.815,74.41475
75.31,29.3065,41.71,60.7805
76.14,24.128,35.43,51.451
76.97,20.3495,30.615,45.63125
77.79,17.34875,27.3,42.1005
78.62,15.058,24.685,38.94625
79.45,13.139,22.56,36.87475
80.28,11.539,20.675,34.84275
81.1,10.32625,19.12,33.12125
81.93,9.39825,17.815,31.49275
82.76,8.5495,16.67,30.08025
83.59,7.749,15.655,28.66225
84.41,17.4985,28.055,44.34425
85.24,31.57975,47.61,69.608
86.07,40.2595,59.155,84.8515
86.9,32.19775,46.225,67.16275
87.72,26.538,38.305,56.101
88.55,22.02,32.78,48.51825
89.38,18.7995,28.895,43.92075
90.21,16.17975,26.015,40.4995
91.03,14.07725,23.635,38.12025
91.86,12.36875,21.71,35.98925
92.69,10.8295,19.945,34.1005
93.52,9.86675,18.47,32.373
94.34,8.989,17.295,30.9305
95.17,8.16,16.21,29.472
96,7.46925,15.25,28.07425
