time,Q1,Q2,Q3
72,6.47925,15.1,30.6705
72.83,26.90475,42.645,68.3565
73.66,40.66825,61.545,91.91425
74.48,38.4045,57.585,86.16275
75.31,29.719,45.635,70.30225
76.14,24.59775,37.735,60.256
76.97,20.28925,32.185,53.3635
77.79,16.79825,28.165,48.80225
78.62,14.3645,25.315,45.061
79.45,12.44875,22.915,41.74
80.28,10.85775,20.99,39.6195
81.1,9.58925,19.395,37.318
81.93,8.5765,18.015,35.61325
82.76,7.7255,16.825,33.6585
83.59,6.89875,15.66,32.09525
84.41,18.78825,30.185,51.773
85.24,34.23925,53.115,80.8345
86.07,43.85875,66.205,98.563
86.9,33.2865,51.05,77.303
87.72,27.33525,41.38,65.34625
88.55,22.2285,34.815,56.73775
89.38,18.64275,30.13,51.41025
90.21,15.507,26.65,46.84925
91.03,13.29925,24.015,44.00175
91.86,11.6565,21.955,40.76325
92.69,10.1995,20.215,38.7355
93.52,9.0195,18.73,36.67325
94.34,8.16575,17.42,34.9715
95.17,7.32725,16.24,32.996
96,6.57,15.21,31.463
