time,Q1,Q2,Q3
72,1.77975,4.335,8.65225
72.83,7.95975,12.22,18.63225
73.66,11.88825,17.605,26.3
74.48,11.19925,16.375,24.8605
75.31,8.72975,13.01,19.62125
76.14,6.95,10.77,16.62025
76.97,5.69775,9.25,14.53025
77.79,4.68,8.19,13.30275
78.62,3.89,7.29,12.31125
79.45,3.33975,6.635,11.5515
80.28,2.95975,6.075,10.962
81.1,2.57925,5.575,10.39325
81.93,2.25,5.18,9.91275
82.76,2.04,4.835,9.4715
83.59,1.86975,4.51,9.03075
84.41,5.4095,8.645,14.14025
85.24,10.168,15.13,22.901
86.07,12.90975,18.855,28.5305
86.9,9.8895,14.47,22.1215
87.72,7.769,11.81,18.051
88.55,6.28,9.975,15.53025
89.38,5.18975,8.685,13.90025
90.21,4.24975,7.73,12.844
91.03,3.58975,6.965,12.02025
91.86,3.11975,6.35,11.28225
92.69,2.789,5.82,10.71275
93.52,2.41925,5.38,10.2125
94.34,2.14,5.015,9.7515
95.17,1.95975,4.68,9.31025
96,1.7995,4.38,8.79175
