time,Q1,Q2,Q3
72,2.859,6.325,13.18225
72.83,11.71825,18.1,28.16875
73.66,17.6475,26.19,38.98275
74.48,16.4295,24.39,36.3235
75.31,12.75925,19.44,29.77075
76.14,10.35825,16.13,24.913
76.97,8.71675,13.8,22.541
77.79,7.3885,12.08,20.47075
78.62,6.25975,10.755,19.01175
79.45,5.44725,9.745,17.69075
80.28,4.73875,8.865,16.72275
81.1,4.23925,8.16,15.89
81.93,3.7295,7.56,15.0915
82.76,3.3685,7.035,14.4105
83.59,3.02875,6.565,13.72175
84.41,8.0195,12.84,21.42225
85.24,14.92675,22.515,34.1735
86.07,19.03975,28.035,41.52275
86.9,14.37,21.735,33.1505
87.72,11.389,17.605,27.2305
88.55,9.49875,14.835,23.88
89.38,7.98875,12.87,21.5805
90.21,6.8295,11.375,19.8125
91.03,5.8675,10.26,18.6
91.86,5.069,9.32,17.30075
92.69,4.45975,8.51,16.40225
93.52,3.95975,7.87,15.62025
94.34,3.53,7.3,14.88075
95.17,3.19925,6.805,14.23025
96,2.8895,6.355,13.54075
