time,Q1,Q2,Q3
72,5.90875,10.605,17.67075
72.83,7.4585,12.445,19.80125
73.66,8.34,13.67,21.221
74.48,8.98,14.54,22.292
75.31,9.44,15.205,23.1615
76.14,9.34875,15.105,23.0015
76.97,7.4395,12.63,20.04
77.79,6.15975,10.965,18.15
78.62,7.05,12.095,19.51
79.45,8.14975,13.42,20.92275
80.28,8.85975,14.355,22.16025
81.1,9.34,15.09,23.06275
81.93,9.729,15.625,23.68125
82.76,7.88925,13.155,20.7005
83.59,6.39,11.37,18.65075
84.41,6.74875,11.685,19.08075
85.24,7.95,13.155,20.6815
86.07,8.7,14.18,21.97025
86.9,9.22975,14.955,22.92225
87.72,9.6395,15.51,23.59075
88.55,8.31975,13.76,21.4325
89.38,6.7095,11.785,19.14325
90.21,6.30975,11.215,18.55
91.03,7.75925,12.87,20.4005
91.86,8.54,13.965,21.71025
92.69,9.11,14.795,22.752
93.52,9.54975,15.385,23.48025
94.34,8.809,14.41,22.2535
95.17,7.03925,12.195,19.671
96,5.92925,10.68,17.9305
