DD,II,CLCR,tinf,AUC_target,cmin_target
15.9265260142274,17.2737088338472,96.8232204718515,9.17983671736519,0.04,0.001
27.7077316318173,3.73552758898586,99.379357425496,3.59034576767349,0,0
16.1716639541555,15.094476185739,125.402181493118,8.19039827517497,0.002,0
17.432043190347,5.34024070668966,134.090963166673,4.60232022718659,0,0
23.2999462843873,21.10376992682,148.445815325249,9.7032267879282,0.076,0
20.0635166431312,9.40663324389607,104.071959704161,5.96334094429701,0.073,0.021
16.8228984880261,13.8535073222592,100.189968862105,6.05520086173739,0.03,0.001
16.4383399661165,3.50953483534977,104.90141649032,3.23753308659344,0,0
22.2911741409916,4.8768158191815,138.618376851082,4.68308624673908,0,0
17.5930799497291,10.011622202117,96.6043494548649,5.94226085162707,0.05,0.007
