time,Q1,Q2,Q3
72,11.27,21.095,36.54075
72.83,17.78825,28.7,46.26675
73.66,22.2045,33.815,51.94675
74.48,24.90375,37.445,57.335
75.31,26.824,40.225,61.283
76.14,26.83475,40.675,62.041
76.97,21.0485,33.68,52.12025
77.79,17.13725,28.915,45.74275
78.62,14.63925,25.3,41.78475
79.45,12.5395,22.625,38.96225
80.28,13.95825,24.21,40.71175
81.1,19.56625,30.64,48.7115
81.93,23.28525,35.18,54.23925
82.76,25.611,38.445,58.94375
83.59,27.36775,41.17,62.57675
84.41,24.50875,38.07,58.5305
85.24,19.456,31.98,49.753
86.07,16.27825,27.655,44.77025
86.9,13.9365,24.455,40.95325
87.72,11.878,21.93,38.05525
88.55,16.32825,26.705,44.2035
89.38,20.9975,32.435,50.56825
90.21,24.0385,36.455,56.36825
91.03,26.25075,39.48,60.38675
91.86,27.8785,41.995,63.982
92.69,22.64825,35.71,55.521
93.52,18.21925,30.38,47.8615
94.34,15.46775,26.445,43.73175
95.17,13.24975,23.59,40.12625
96,11.31925,21.21,37.30275
