time,Q1,Q2,Q3
72,4.9885,10.085,18.21275
72.83,11.10975,17.92,27.581
73.66,15.239,23.22,34.011
74.48,17.949,27.015,39.3605
75.31,19.9995,30.09,43.5115
76.14,20.679,30.675,44.35125
76.97,16.74825,24.765,36.22025
77.79,13.858,20.965,31.17275
78.62,11.59825,18.18,27.94075
79.45,9.7295,16.15,25.85075
80.28,8.4775,14.555,23.93025
81.1,7.33775,13.29,22.19975
81.93,6.507,12.225,21.13
82.76,5.7895,11.32,19.8615
83.59,5.24,10.55,18.80275
84.41,8.22975,14.485,23.66325
85.24,13.37525,20.75,31.10025
86.07,16.6475,25.3,37.04
86.9,19.058,28.725,41.8
87.72,20.909,31.385,45.3805
88.55,18.47925,27.435,40.25025
89.38,15.14975,22.76,33.6005
90.21,12.62925,19.465,29.55225
91.03,10.59925,17.135,26.99175
91.86,9.13675,15.29,25.102
92.69,7.79975,13.91,23.211
93.52,6.91925,12.765,21.76625
94.34,6.06975,11.775,20.6415
95.17,5.54875,10.935,19.4615
96,4.989,10.225,18.48075
