time,Q1,Q2,Q3
72,8.2295,16.25,30.1105
72.83,17.1385,27.865,44.422
73.66,23.39825,35.68,53.26125
74.48,27.877,41.49,60.792
75.31,30.95875,45.935,66.48175
76.14,31.74875,47.26,68.594
76.97,25.92875,38.485,56.39325
77.79,21.109,32.965,48.9755
78.62,18.1785,28.94,43.49325
79.45,15.3985,25.85,40.35075
80.28,13.39,23.345,38.1105
81.1,12.0295,21.375,35.9265
81.93,10.7775,19.645,34.106
82.76,9.64,18.17,32.5735
83.59,8.68925,16.94,31.141
84.41,13.3395,22.635,38.12475
85.24,20.55825,32.19,49.60075
86.07,25.68825,38.825,57.32325
86.9,29.52925,43.93,64.19875
87.72,32.31625,48.04,69.5845
88.55,28.70825,42.6,61.75575
89.38,23.297,35.545,52.529
90.21,19.24725,30.965,46.07325
91.03,16.62725,27.335,42.101
91.86,14.44825,24.595,39.49
92.69,12.72975,22.37,37.33075
93.52,11.38975,20.555,35.12075
94.34,10.2265,18.945,33.508
95.17,9.1895,17.64,32.02275
96,8.3295,16.42,30.386
