time,Q1,Q2,Q3
72,2.72975,4.805,8.5005
72.83,4.5,7.075,11.17025
73.66,5.6095,8.525,13.14075
74.48,6.46925,9.5,14.33
75.31,7.04,10.24,15.29125
76.14,7.0495,10.265,15.3
76.97,5.41975,8.175,12.581
77.79,4.37,6.86,10.82575
78.62,3.65,5.94,9.64075
79.45,3.0395,5.2,8.91075
80.28,3.45,5.7,9.5905
81.1,4.9595,7.635,11.99025
81.93,5.949,8.89,13.6305
82.76,6.6995,9.78,14.6605
83.59,7.18975,10.445,15.59025
84.41,6.4695,9.45,14.2015
85.24,5.02925,7.695,11.93375
86.07,4.11975,6.53,10.53125
86.9,3.40975,5.68,9.39125
87.72,2.88,5.025,8.731
88.55,4.0295,6.455,10.52125
89.38,5.29975,8.135,12.64225
90.21,6.21975,9.23,14.04
91.03,6.88975,10.03,15.0405
91.86,7.31975,10.625,15.87175
92.69,5.92925,8.765,13.371
93.52,4.65,7.27,11.44075
94.34,3.8895,6.24,10.15075
95.17,3.22,5.43,9.1615
96,2.73,4.83,8.55125
