DD,II,CLCR,tinf,AUC_target,cmin_target
15.9265260142274,5.80670196050778,148.003348882776,1.76002330920405,0,0
27.7077316318173,18.1898745438084,119.031323671807,3.17679991163358,0.461,0.005
16.1716639541555,5.81509943725541,92.687257998623,4.23506379053014,0.02,0.002
17.432043190347,17.689345464576,134.918212923221,1.9434279467557,0.025,0
23.2999462843873,6.51501536369324,147.048941813409,3.12167503491342,0.063,0.007
20.0635166431312,4.57141522038728,96.4795796410181,2.83150411207205,0,0
16.8228984880261,13.8489968678914,147.179867241066,10.1131578304226,0.002,0
16.4383399661165,19.7079212260433,97.8511484246701,19.092213778061,0.023,0.03
22.2911741409916,16.6612981664948,141.423824508674,3.83071874330765,0.034,0
17.5930799497291,21.0222229226492,88.9085463178344,20.1024894165871,0.062,0.067
25.413892386714,23.8648311193101,133.666306000669,2.43803949214939,0.145,0
16.1833142652176,6.38012478128076,145.265475648921,2.66485113607922,0.002,0
23.9280519448221,6.0134572503157,103.64327846095,5.63562380425956,0.239,0.275
17.2774368454702,17.928665059153,141.586585054174,14.5877294618194,0.002,0
28.0252976773772,12.9201534064487,136.102204578929,12.6953221027032,0.233,0.281
20.0499772117473,18.5981574431062,149.671522523277,15.5300550092008,0.007,0.002
23.0819368106313,18.7649918282405,122.113025262952,6.01436739744373,0.071,0.001
16.0292282968294,9.26454526698217,149.660349981859,7.25622594486484,0.001,0
16.9614653312601,20.8409831402823,87.6950143883005,11.9739376003629,0.07,0.003
20.4624696832616,22.2377024176531,130.217390935868,12.0508236783262,0.043,0
18.6049758153968,13.9519764403813,101.720966850407,6.79057122934009,0.069,0.003
19.1527194483206,15.6141104819253,120.43106834637,8.78377238730719,0.018,0.001
24.7290388913825,7.67450205050409,81.5446106554009,7.07945828142345,0.44,0.401
26.5909206785727,12.5007735611871,149.547881176695,8.37293180447352,0.127,0.016
29.6669604268391,15.896426491905,144.223534632474,2.2572358980591,0.112,0.002
20.158277079463,22.5154342739843,80.9493916085921,9.62458864166499,0.247,0.007
19.3264218990225,19.4195012631826,112.226896174252,7.61480799157022,0.026,0
