time,Q1,Q2,Q3
72,3.46975,6.23,10.48075
72.83,7.4495,11.195,16.83125
73.66,10.29425,14.73,21.17125
74.48,9.659,13.93,20.24225
75.31,7.8395,11.595,17.00025
76.14,6.54975,9.95,14.63025
76.97,5.60975,8.8,13.28
77.79,4.86,7.92,12.28025
78.62,4.20975,7.18,11.51075
79.45,3.72925,6.58,10.9305
80.28,4.97925,8.145,13.03025
81.1,8.46,12.565,18.521
81.93,10.9895,15.735,22.55275
82.76,8.93925,13.06,19.05225
83.59,7.37975,11.01,16.15125
84.41,6.20975,9.57,14.23025
85.24,5.34875,8.5,12.96025
86.07,4.62,7.665,12.06075
86.9,4.04875,7,11.34125
87.72,3.60925,6.435,10.8005
88.55,6.2695,9.81,15.1405
89.38,9.39675,13.745,20.07025
90.21,10.5285,15.05,21.78175
91.03,8.35975,12.32,18.01125
91.86,6.92,10.48,15.36375
92.69,5.88975,9.2,13.84025
93.52,5.13,8.235,12.65175
94.34,4.41975,7.435,11.8605
95.17,3.86,6.805,11.19125
96,3.4895,6.275,10.66075
