time,Q1,Q2,Q3
72,15.8585,23.225,35.16575
72.83,15.8585,23.225,35.18575
73.66,15.8685,23.23,35.2055
74.48,15.8685,23.235,35.2255
75.31,15.8685,23.24,35.24525
76.14,15.86875,23.24,35.25525
76.97,15.86875,23.245,35.275
77.79,15.86875,23.25,35.285
78.62,15.869,23.25,35.30475
79.45,15.869,23.255,35.31475
80.28,15.869,23.255,35.32475
81.1,15.86925,23.265,35.33475
81.93,15.86925,23.265,35.3545
82.76,15.86925,23.265,35.3645
83.59,15.86925,23.27,35.3745
84.41,15.86925,23.275,35.38425
85.24,15.8695,23.275,35.39425
86.07,15.8695,23.275,35.3945
86.9,15.8695,23.28,35.40425
87.72,15.8695,23.28,35.41425
88.55,15.8695,23.28,35.42425
89.38,15.86975,23.285,35.434
90.21,15.86975,23.29,35.444
91.03,15.86975,23.295,35.444
91.86,15.86975,23.295,35.454
92.69,15.86975,23.3,35.46375
93.52,15.86975,23.3,35.4735
94.34,15.87,23.3,35.47375
95.17,15.87,23.31,35.4835
96,15.87,23.31,35.4935
