time,Q1,Q2,Q3
72,9.84925,16.57,26.3105
72.83,12.39325,19.665,30.8615
73.66,13.82925,21.585,33.55025
74.48,14.7695,22.985,35.05575
75.31,15.58875,24.03,36.0805
76.14,15.5475,23.815,35.85175
76.97,12.50925,19.78,30.81
77.79,10.3685,17.135,27.2
78.62,11.80725,19.05,30.09
79.45,13.548,21.2,33.1315
80.28,14.588,22.7,34.85525
81.1,15.40975,23.825,35.97125
81.93,16.08675,24.64,36.842
82.76,13.23825,20.64,31.99125
83.59,10.86975,17.74,28.1225
84.41,11.2495,18.365,29.001
85.24,13.255,20.755,32.62025
86.07,14.387,22.4,34.591
86.9,15.249,23.59,35.80325
87.72,15.93675,24.47,36.7105
88.55,13.929,21.57,33.35
89.38,11.3895,18.4,29.09525
90.21,10.6295,17.61,27.902
91.03,12.84425,20.275,31.9605
91.86,14.167,22.05,34.13275
92.69,15.0875,23.33,35.5855
93.52,15.77725,24.265,36.56
94.34,14.6685,22.635,34.7915
95.17,11.90975,19.085,29.9155
96,9.85975,16.63,26.66075
