time,Q1,Q2,Q3
72,3.12925,5.89,10.3905
72.83,4.99975,8.14,12.9405
73.66,6.20975,9.66,14.83025
74.48,6.9795,10.71,16.1805
75.31,7.56925,11.475,17.172
76.14,7.5795,11.58,17.3305
76.97,6.07,9.5,14.59075
77.79,4.93925,8.1,12.90175
78.62,4.11975,7.12,11.8315
79.45,3.48975,6.325,10.9015
80.28,3.89975,6.775,11.4105
81.1,5.49875,8.735,13.731
81.93,6.5295,10.085,15.411
82.76,7.2385,11.005,16.62225
83.59,7.7095,11.72,17.561
84.41,7.02925,10.795,16.3515
85.24,5.669,8.99,14.0405
86.07,4.63925,7.74,12.6005
86.9,3.91,6.85,11.541
87.72,3.30975,6.11,10.75
88.55,4.5495,7.545,12.33
89.38,5.8795,9.245,14.36
90.21,6.7885,10.425,15.9015
91.03,7.41875,11.25,16.98375
91.86,7.84975,11.93,17.892
92.69,6.50925,10.145,15.45475
93.52,5.30875,8.545,13.4915
94.34,4.35975,7.425,12.28025
95.17,3.7,6.585,11.2715
96,3.14,5.93,10.54125
