time,Q1,Q2,Q3
72,15.69775,27.225,46.4395
72.83,31.329,48.125,72.58875
73.66,41.848,62.11,90.53075
74.48,39.70975,59.13,85.744
75.31,32.90975,49.735,73.2005
76.14,27.77,42.945,64.45175
76.97,24.0275,37.95,58.2825
77.79,21.029,34.09,54.61725
78.62,18.7285,31.275,51.071
79.45,16.8275,28.865,48.52425
80.28,22.18375,35.155,56.58925
81.1,35.1185,53.44,79.36175
81.93,44.579,66.22,95.84225
82.76,37.2285,55.8,80.95175
83.59,31.25875,47.36,70.17525
84.41,26.59575,41.17,62.94625
85.24,22.88875,36.67,57.3015
86.07,20.23975,33.24,53.67575
86.9,18.11875,30.55,50.55175
87.72,16.28625,28.245,48.13325
88.55,27.08,42.285,65.6475
89.38,38.91675,58.315,85.47125
90.21,42.83575,63.495,92.44425
91.03,35.25425,52.56,76.91575
91.86,29.43975,45.205,67.4935
92.69,25.29675,39.575,61.22075
93.52,21.93725,35.465,56.242
94.34,19.5095,32.27,52.85025
95.17,17.5385,29.825,49.962
96,15.76725,27.61,47.6425
