time,Q1,Q2,Q3
72,16.4395,26.22,41.24275
72.83,20.577,31.38,47.6335
73.66,23.0095,34.5,51.85275
74.48,24.97325,36.7,54.55
75.31,26.06,38.435,56.6435
76.14,25.777,38.14,56.25225
76.97,20.7575,31.76,47.7705
77.79,17.15825,27.24,42.44475
78.62,19.7385,30.37,46.53325
79.45,22.45,33.92,51.09325
80.28,24.564,36.255,54.1015
81.1,25.7695,38.075,56.45
81.93,26.85825,39.465,58.10325
82.76,21.83725,33.185,49.734
83.59,17.94825,28.285,43.6345
84.41,18.6795,29.235,45.54025
85.24,21.879,33.195,50.232
86.07,24.115,35.795,53.61175
86.9,25.50875,37.765,56.043
87.72,26.61925,39.185,57.84125
88.55,22.8795,34.67,52.09125
89.38,18.87425,29.355,44.971
90.21,17.6395,27.81,43.79575
91.03,21.25925,32.435,49.2825
91.86,23.559,35.295,53.051
92.69,25.25625,37.365,55.65025
93.52,26.3795,38.9,57.4815
94.34,24.24875,36.44,54.301
95.17,19.84475,30.535,46.52375
96,16.46925,26.425,41.70575
