time,Q1,Q2,Q3
72,4.519,7.695,12.5205
72.83,7.42925,11.21,17.17075
73.66,9.26875,13.7,20.19025
74.48,8.749,12.93,19.10025
75.31,7.3685,10.99,16.5905
76.14,6.21925,9.67,14.797
76.97,5.3295,8.66,13.62125
77.79,4.65975,7.9,12.78
78.62,6.87,10.445,16.30125
79.45,8.85975,13.18,19.59075
80.28,9.22,13.59,20.011
81.1,7.65875,11.455,17.20425
81.93,6.47975,9.995,15.32325
82.76,5.54925,8.89,14.00025
83.59,4.82875,8.085,13.0115
84.41,6.27775,9.66,15.28025
85.24,8.41925,12.6,18.95175
86.07,9.7385,14.315,21.062
86.9,7.96975,11.93,17.833
87.72,6.81,10.31,15.782
88.55,5.7595,9.135,14.30425
89.38,4.97925,8.29,13.24175
90.21,5.488,8.77,14.0905
91.03,7.959,11.98,18.25225
91.86,9.64975,14.26,21.132
92.69,8.32975,12.465,18.5415
93.52,7.05925,10.66,16.1655
94.34,5.98875,9.42,14.60875
95.17,5.18825,8.505,13.56075
96,4.52975,7.78,12.75125
