time,Q1,Q2,Q3
72,10.2285,18.45,30.90125
72.83,22.66625,33.305,49.03
73.66,29.8765,43.77,62.9125
74.48,28.55525,41.6,59.4425
75.31,23.05175,34.575,50.15225
76.14,19.489,29.645,43.508
76.97,16.648,26.075,39.4855
77.79,14.46925,23.36,36.29175
78.62,12.66925,21.23,33.89025
79.45,11.227,19.455,32.20075
80.28,15.40975,24.17,37.6505
81.1,25.198,37.33,54.203
81.93,31.93525,46.7,66.913
82.76,26.51625,38.92,56.13225
83.59,21.75825,32.835,48.03375
84.41,18.4595,28.38,42.52075
85.24,15.90925,25.125,38.7205
86.07,13.78875,22.665,35.574
86.9,12.16825,20.705,33.4505
87.72,10.7685,19.04,31.83025
88.55,19.3285,29.125,43.7365
89.38,27.50975,40.89,59.0965
90.21,30.649,44.69,64.092
91.03,24.61,36.685,53.24125
91.86,20.596,31.28,45.9305
92.69,17.5555,27.27,41.31375
93.52,15.24975,24.28,37.762
94.34,13.2475,22.02,34.87225
95.17,11.708,20.115,32.971
96,10.33975,18.575,31.3805
