time,Q1,Q2,Q3
72,10.508,17.635,29.51175
72.83,13.069,20.83,33.33175
73.66,14.6695,22.895,35.617
74.48,15.789,24.36,37.66775
75.31,16.5795,25.285,39.25675
76.14,16.38875,25.125,39.08225
76.97,13.09,21.035,33.65375
77.79,10.9285,18.27,30.34075
78.62,12.61,20.1,32.66225
79.45,14.34975,22.515,35.43225
80.28,15.598,24.095,37.376
81.1,16.38,25.11,39.06875
81.93,17.04975,25.975,40.321
82.76,13.799,21.96,34.90225
83.59,11.38625,18.905,31.29125
84.41,12.05675,19.4,31.9405
85.24,13.99575,22.05,35.05375
86.07,15.36725,23.75,37.082
86.9,16.18975,24.925,38.811
87.72,16.9195,25.78,40.2105
88.55,14.55925,22.98,36.36
89.38,11.89875,19.56,32.15475
90.21,11.361,18.655,30.913
91.03,13.62625,21.535,34.4905
91.86,14.99975,23.455,36.642
92.69,15.98975,24.705,38.48025
93.52,16.76925,25.575,40.06
94.34,15.37975,24.025,37.9415
95.17,12.4585,20.295,33.01225
96,10.52,17.77,30.022
