time,Q1,Q2,Q3
72,14.596,24.8,40.2005
72.83,24.70925,36.84,55.96175
73.66,31.22675,45.62,67.69425
74.48,29.1595,43.03,63.87025
75.31,23.79425,36.295,54.81175
76.14,19.7135,31.61,48.6205
76.97,17.02975,28.175,44.52025
77.79,15.04975,25.475,40.8775
78.62,22.427,34.24,52.86925
79.45,29.759,43.79,64.97075
80.28,30.86725,45.195,67.38125
81.1,24.9395,37.68,56.635
81.93,20.5245,32.66,50.48175
82.76,17.7085,28.97,45.51725
83.59,15.48925,26.145,42.09275
84.41,20.229,31.545,49.543
85.24,28.28975,41.73,62.643
86.07,32.74875,47.755,71.22175
86.9,26.1255,39.345,58.68525
87.72,21.4065,33.78,51.823
88.55,18.33,29.8,46.568
89.38,15.9895,26.855,43.037
90.21,17.72775,28.485,45.96075
91.03,26.4995,39.545,59.624
91.86,32.53775,47.565,70.83075
92.69,27.47,41.185,61.702
93.52,22.47925,35.125,53.76575
94.34,18.99825,30.835,47.94025
95.17,16.58725,27.58,44.2425
96,14.64925,25.04,40.63975
