time,Q1,Q2,Q3
72,5.28925,12.805,25.972
72.83,23.19825,36.57,55.332
73.66,35.0295,52.62,76.06725
74.48,32.97975,49.25,72.323
75.31,25.919,39.025,58.26475
76.14,20.8595,32.225,50.77175
76.97,17.199,27.455,44.73525
77.79,14.2295,24.115,40.53125
78.62,11.7995,21.605,36.94175
79.45,10.23,19.55,34.72675
80.28,8.799,17.925,32.96025
81.1,7.76775,16.565,31.05625
81.93,6.94875,15.385,29.603
82.76,6.16975,14.31,28.2105
83.59,5.55,13.28,26.8025
84.41,15.34675,25.825,42.6435
85.24,29.55525,45.41,66.932
86.07,37.84775,56.905,81.75825
86.9,29.18725,43.665,64.997
87.72,23.3295,35.205,54.34175
88.55,18.84875,29.66,47.5285
89.38,15.67675,25.655,42.4845
90.21,13.04875,22.855,39.126
91.03,11.02575,20.65,35.746
91.86,9.4995,18.73,34.093
92.69,8.238,17.275,32.171
93.52,7.3295,15.98,30.44375
94.34,6.56975,14.855,29.011
95.17,5.86925,13.795,27.58175
96,5.3295,12.865,26.282
