time,Q1,Q2,Q3
72,4.97,8.85,14.9505
72.83,7.53925,12.09,19.29025
73.66,9.26,14.33,21.47025
74.48,10.40975,15.895,23.4345
75.31,11.40925,17.095,25.125
76.14,11.55775,17.175,25.16575
76.97,9.23,14.22,21.48
77.79,7.66,12.14,19.0015
78.62,6.439,10.615,17.24075
79.45,5.409,9.515,15.7205
80.28,5.99,10.175,16.7205
81.1,8.15,12.94,20.2505
81.93,9.73,14.945,22.531
82.76,10.7895,16.33,24.13475
83.59,11.64925,17.43,25.7045
84.41,10.69875,16.06,23.69025
85.24,8.69975,13.425,20.622
86.07,7.20975,11.56,18.46125
86.9,6.07875,10.23,16.7815
87.72,5.189,9.225,15.4605
88.55,6.82875,11.25,18.16125
89.38,8.7695,13.73,21.094
90.21,10.07,15.475,23.04475
91.03,11.1875,16.76,24.71
91.86,11.898,17.72,26.0555
92.69,9.9495,15.085,22.611
93.52,8.16,12.73,19.86175
94.34,6.81975,11.11,17.953
95.17,5.69975,9.88,16.40025
96,4.9895,8.93,15.1025
