time,Q1,Q2,Q3
72,4.8275,9.14,15.55275
72.83,7.40925,12.42,19.67225
73.66,9.02,14.6,22.39075
74.48,10.30925,16.16,24.5005
75.31,11.18975,17.33,25.90725
76.14,11.30925,17.48,26.17225
76.97,8.8095,14.54,22.00025
77.79,7.32,12.44,19.64225
78.62,6.15725,10.95,17.691
79.45,5.29825,9.825,16.4745
80.28,5.8095,10.48,17.31125
81.1,8.0185,13.255,20.891
81.93,9.49,15.255,23.26225
82.76,10.64975,16.6,25.06325
83.59,11.439,17.67,26.47925
84.41,10.32975,16.4,24.56125
85.24,8.22975,13.77,21.36025
86.07,6.88975,11.9,19.0205
86.9,5.7995,10.59,17.36125
87.72,5.058,9.51,16.2025
88.55,6.66,11.575,18.682
89.38,8.55875,13.985,21.861
90.21,9.93925,15.78,24.0615
91.03,10.94925,16.98,25.6725
91.86,11.67875,18.015,26.97825
92.69,9.47,15.42,23.22275
93.52,7.77925,13.065,20.69075
94.34,6.50875,11.42,18.373
95.17,5.51975,10.21,17.03025
96,4.8375,9.23,15.91025
