time,Q1,Q2,Q3
72,3.829,8.565,17.09425
72.83,16.2695,24.345,36.9685
73.66,24.02975,35.295,51.17075
74.48,22.5085,32.735,48.8985
75.31,17.55375,26.15,39.484
76.14,14.07975,21.59,33.6215
76.97,11.47925,18.57,29.57025
77.79,9.76,16.235,26.9015
78.62,8.29675,14.47,25.17025
79.45,7.0995,13.105,23.4135
80.28,6.21925,12.02,22.15175
81.1,5.52,11.065,21.05075
81.93,4.94925,10.255,19.71475
82.76,4.45975,9.555,18.65175
83.59,4.03,8.905,17.7425
84.41,10.95975,17.255,28.23075
85.24,20.70725,30.345,44.94425
86.07,26.37975,37.925,55.1
86.9,19.81475,29.205,44.171
87.72,15.70975,23.745,36.39075
88.55,12.66875,19.95,31.0895
89.38,10.53925,17.36,28.61275
90.21,8.89975,15.4,25.9835
91.03,7.66775,13.805,24.512
91.86,6.68,12.59,22.871
92.69,5.84975,11.575,21.7105
93.52,5.25975,10.665,20.6
94.34,4.73,9.91,19.37475
95.17,4.299,9.245,18.354
96,3.90925,8.61,17.551
