time,Q1,Q2,Q3
72,4.17975,7.1,12.1305
72.83,5.26875,8.34,13.571
73.66,5.95975,9.205,14.44025
74.48,6.43,9.79,15.03075
75.31,6.788,10.22,15.43075
76.14,6.68925,10.145,15.253
76.97,5.3095,8.495,13.54075
77.79,4.40975,7.33,12.4505
78.62,5.04975,8.085,13.42
79.45,5.80975,9.02,14.3205
80.28,6.3495,9.685,14.961
81.1,6.71825,10.14,15.381
81.93,6.968,10.47,15.702
82.76,5.55975,8.85,13.814
83.59,4.60975,7.595,12.77025
84.41,4.79975,7.805,13.08125
85.24,5.65,8.84,14.17075
86.07,6.2395,9.565,14.871
86.9,6.62875,10.05,15.31125
87.72,6.908,10.4,15.64225
88.55,5.91,9.25,14.4
89.38,4.83975,7.9,13.0705
90.21,4.54,7.495,12.7305
91.03,5.46875,8.63,13.981
91.86,6.0995,9.41,14.75125
92.69,6.53925,9.94,15.241
93.52,6.84825,10.33,15.5825
94.34,6.28875,9.7,14.9605
95.17,5.07,8.2,13.37125
96,4.1995,7.13,12.27225
