time,Q1,Q2,Q3
72,11.48875,21.365,36.90125
72.83,21.31875,33.605,51.491
73.66,28.077,41.9,60.3025
74.48,25.3975,38.99,56.50225
75.31,20.3795,32.37,49.038
76.14,16.75975,27.815,44.3655
76.97,14.079,24.44,40.613
77.79,11.9985,21.925,37.7555
78.62,19.2695,30.98,48.304
79.45,26.71825,40.23,58.471
80.28,27.31775,41.25,59.281
81.1,21.3395,33.73,50.578
81.93,17.67575,28.865,45.67425
82.76,14.75775,25.24,41.6605
83.59,12.4395,22.525,38.566
84.41,17.08825,28.275,45.47675
85.24,25.18775,38.345,56.0955
86.07,29.26725,43.735,62.84025
86.9,22.359,35.355,52.554
87.72,18.5555,29.99,46.78625
88.55,15.40825,26.1,42.71525
89.38,12.96825,23.17,39.42075
90.21,14.6695,25.19,41.6045
91.03,23.3865,36.21,54.1635
91.86,29.169,43.64,62.63
92.69,23.5795,37.09,54.8115
93.52,19.5085,31.18,48.245
94.34,16.04975,26.98,43.79025
95.17,13.40975,23.835,40.27025
96,11.5195,21.485,37.50775
