time,Q1,Q2,Q3
72,8.19925,16.035,29.67025
72.83,20.18975,31.23,48.295
73.66,28.14325,41.645,62.975
74.48,25.93,39.035,59.32525
75.31,20.3485,31.895,49.38375
76.14,16.68625,26.69,43.158
76.97,14.0475,23.085,38.932
77.79,11.8995,20.47,35.65825
78.62,10.18925,18.565,33.412
79.45,8.96775,16.985,31.21125
80.28,12.86875,21.75,36.68225
81.1,23.117,35.34,53.36375
81.93,30.0195,44.48,66.705
82.76,23.67925,36.37,56.04425
83.59,19.006,29.995,47.2065
84.41,15.85175,25.475,42.15
85.24,13.29875,22.2,38.111
86.07,11.2695,19.82,35.0555
86.9,9.74925,18.025,32.83275
87.72,8.608,16.555,30.851
88.55,16.77725,26.81,42.936
89.38,25.75925,38.685,58.575
90.21,28.67875,42.46,63.61325
91.03,22.07975,34.02,52.87125
91.86,17.6895,28.31,45.5
92.69,14.8965,24.3,40.76175
93.52,12.53875,21.35,37.02675
94.34,10.73975,19.23,34.34525
95.17,9.33925,17.53,32.23225
96,8.2585,16.17,30.451
