time,Q1,Q2,Q3
72,13.16,21,34.59425
72.83,16.28,24.645,39.105
73.66,18.1895,27.145,42.3285
74.48,19.5895,28.89,44.83
75.31,20.60925,30.17,46.49075
76.14,20.6045,30.01,45.9465
76.97,16.60825,25.2,39.5305
77.79,13.73975,21.725,35.66075
78.62,15.66375,23.97,38.5405
79.45,17.80925,26.69,41.66125
80.28,19.29925,28.54,44.44325
81.1,20.399,29.92,46.32025
81.93,21.2875,31.035,47.583
82.76,17.4195,26.255,40.80325
83.59,14.289,22.525,36.7615
84.41,14.96625,23.15,37.299
85.24,17.39675,26.085,41.0985
86.07,19.01875,28.165,43.957
86.9,20.15975,29.64,46.0315
87.72,21.08825,30.815,47.39375
88.55,18.407,27.41,42.502
89.38,15.0585,23.4,37.64775
90.21,14.128,22.21,36.5015
91.03,16.87975,25.405,40.4745
91.86,18.66825,27.715,43.38075
92.69,19.8995,29.3,45.67325
93.52,20.869,30.585,47.1545
94.34,19.31725,28.65,44.36525
95.17,15.828,24.275,38.6385
96,13.17,21.115,35.1815
