time,Q1,Q2,Q3
72,14.54825,25.665,42.541
72.83,21.817,34.485,53.66175
73.66,25.92,40.275,61.21175
74.48,29.624,44.515,66.16025
75.31,32.158,47.755,70.733
76.14,32.449,48.095,71.251
76.97,26.29975,39.97,60.4785
77.79,22.094,34.54,53.03025
78.62,18.76925,30.555,47.9105
79.45,16.07925,27.5,44.38375
80.28,17.385,29.12,46.61575
81.1,23.37675,36.7,56.78525
81.93,27.08975,41.915,63.37525
82.76,30.6745,45.71,68.11175
83.59,32.83875,48.865,72.30225
84.41,30.2795,45.19,67.209
85.24,24.74975,38.025,57.77425
86.07,20.957,33.14,51.41975
86.9,17.879,29.545,46.7125
87.72,15.34825,26.645,43.702
88.55,19.769,32.12,50.682
89.38,24.738,38.715,59.28
90.21,28.50875,43.52,65.16475
91.03,31.469,46.915,69.8515
91.86,33.4885,49.645,73.72075
92.69,28.168,42.595,64.16225
93.52,23.2795,36.24,55.504
94.34,19.81925,31.865,49.74175
95.17,17.0175,28.53,45.58975
96,14.68925,25.845,43.00025
