time,Q1,Q2,Q3
72,5.48925,11.61,22.911
72.83,13.2865,21.32,34.451
73.66,18.47925,27.85,42.415
74.48,21.95,32.425,48.30125
75.31,24.529,35.895,53.54625
76.14,25.2495,36.675,55.051
76.97,19.94825,29.465,45.022
77.79,15.89,24.94,39.001
78.62,13.11475,21.5,35.151
79.45,10.958,18.975,32.005
80.28,9.4895,16.99,29.7335
81.1,8.1895,15.49,27.886
81.93,7.239,14.12,26.191
82.76,6.40875,13.025,24.906
83.59,5.76975,12.09,23.6945
84.41,9.92875,17.065,29.3605
85.24,16.12975,24.945,39.21075
86.07,20.41925,30.335,45.82175
86.9,23.3285,34.31,51.5405
87.72,25.62975,37.395,55.72725
88.55,22.25925,32.715,49.79075
89.38,17.8195,26.995,41.8115
90.21,14.26925,23.055,37.21225
91.03,11.889,20.21,33.8025
91.86,10.218,17.985,30.9715
92.69,8.7795,16.29,29.04425
93.52,7.7685,14.825,27.00425
94.34,6.857,13.57,25.622
95.17,6.05,12.575,24.369
96,5.529,11.715,23.17875
