time,Q1,Q2,Q3
72,13.88975,24.81,41.471
72.83,17.5685,29.08,46.60075
73.66,19.67425,31.96,49.55325
74.48,21.09,33.92,51.92075
75.31,22.08825,35.385,54.06
76.14,21.999,35.21,53.85225
76.97,17.6695,29.63,47.25375
77.79,14.52925,25.645,42.62075
78.62,16.7985,28.21,45.8105
79.45,19.20325,31.385,49.01325
80.28,20.86825,33.575,51.6125
81.1,21.8695,35.09,53.7815
81.93,22.68975,36.34,55.361
82.76,18.72975,30.89,48.845
83.59,15.24825,26.54,43.80025
84.41,16.064,27.235,44.751
85.24,18.70475,30.71,48.46125
86.07,20.47975,33.195,51.17425
86.9,21.62875,34.79,53.40325
87.72,22.4995,36.11,55.1625
88.55,19.79875,32.24,50.47375
89.38,15.9285,27.5,45.055
90.21,15.05,26.165,43.6905
91.03,18.1575,30.025,47.8315
91.86,20.11725,32.695,50.70175
92.69,21.378,34.45,52.94525
93.52,22.30875,35.845,54.951
94.34,20.879,33.695,52.3905
95.17,16.70975,28.505,46.38575
96,13.93875,24.94,42.12325
