time,Q1,Q2,Q3
72,2.78975,5.215,8.9005
72.83,6.729,10.24,15.2705
73.66,9.20975,13.695,19.33525
74.48,8.7495,12.745,18.2625
75.31,6.96975,10.405,15.0215
76.14,5.6795,8.795,12.97125
76.97,4.7195,7.61,11.60175
77.79,4,6.745,10.64075
78.62,3.48925,6.085,9.92075
79.45,3.07875,5.545,9.33
80.28,4.29975,7.15,11.38125
81.1,7.6795,11.57,16.7115
81.93,9.90975,14.6,20.66125
82.76,8.00975,11.86,17.15
83.59,6.48975,9.815,14.36075
84.41,5.3695,8.395,12.50125
85.24,4.48975,7.315,11.31175
86.07,3.82,6.525,10.39075
86.9,3.349,5.905,9.76075
87.72,2.93975,5.405,9.19
88.55,5.56,8.785,13.47125
89.38,8.4995,12.71,18.18175
90.21,9.46925,13.855,19.93225
91.03,7.48,11.11,16.111
91.86,6.0895,9.28,13.61125
92.69,5.04875,7.98,12.0505
93.52,4.27875,7.04,11.031
94.34,3.64975,6.3,10.17025
95.17,3.18975,5.75,9.59
96,2.8295,5.265,9.04
