time,Q1,Q2,Q3
72,10.8895,21.355,39.63025
72.83,26.2365,41.32,62.968
73.66,35.9965,55.16,79.7935
74.48,33.0395,51.655,76.39325
75.31,25.8975,41.92,64.08575
76.14,21.52525,35.37,56.2015
76.97,18.0295,30.73,50.56875
77.79,15.48775,27.305,47.11575
78.62,13.69975,24.675,43.91275
79.45,11.90925,22.565,41.5905
80.28,17.11,29.115,49.06175
81.1,30.015,46.755,69.16025
81.93,38.6965,58.73,85.66025
82.76,30.278,47.955,71.864
83.59,24.329,39.48,61.28675
84.41,20.26425,33.725,54.384
85.24,17.0765,29.53,49.59325
86.07,14.87725,26.42,46.33575
86.9,13.11925,23.965,43.191
87.72,11.47825,22.015,40.9615
88.55,21.899,35.715,57.0345
89.38,33.1175,51.335,75.22225
90.21,36.7395,56.035,82.1575
91.03,27.95875,44.705,67.5675
91.86,22.70925,37.4,59.16475
92.69,19.1185,32.315,53.002
93.52,16.219,28.36,48.53875
94.34,14.24875,25.62,45.34675
95.17,12.529,23.285,42.51025
96,10.9595,21.49,40.293
