time,Q1,Q2,Q3
72,6.43,10.47,16.4905
72.83,7.98775,12.355,19.0005
73.66,8.95975,13.635,20.481
74.48,9.6595,14.43,21.3305
75.31,10.09925,15.03,22.08425
76.14,10.0585,14.92,22.0145
76.97,8.23975,12.5,18.9405
77.79,6.74925,10.805,16.8825
78.62,7.6795,11.995,18.6005
79.45,8.769,13.385,20.131
80.28,9.52975,14.27,21.2105
81.1,10.00875,14.92,22.01425
81.93,10.3985,15.425,22.6525
82.76,8.71,13.045,19.68175
83.59,7.07975,11.21,17.25225
84.41,7.3085,11.54,18.0315
85.24,8.548,13.115,19.79325
86.07,9.36975,14.095,21.058
86.9,9.92825,14.77,21.905
87.72,10.30875,15.325,22.5725
88.55,9.11925,13.6,20.3625
89.38,7.44,11.615,17.88025
90.21,6.8795,11.065,17.4005
91.03,8.20975,12.795,19.54075
91.86,9.18,13.905,20.87525
92.69,9.838,14.63,21.75625
93.52,10.1995,15.205,22.492
94.34,9.55,14.25,21.32075
95.17,7.83975,12.055,18.44275
96,6.48925,10.5,16.6605
