time,Q1,Q2,Q3
72,8.33975,15.145,27.75225
72.83,15.5085,24.04,38.15025
73.66,19.53975,30.12,46.63375
74.48,18.15975,28.025,43.6715
75.31,14.52925,22.985,36.905
76.14,12.07975,19.735,33.36025
76.97,10.15,17.31,30.99025
77.79,8.659,15.59,28.314
78.62,14.04875,22.175,36.1905
79.45,18.659,28.705,44.845
80.28,19.3895,29.71,45.9935
81.1,15.3295,24.125,38.34625
81.93,12.61825,20.44,34.1355
82.76,10.58925,17.88,31.5755
83.59,8.99925,16.04,29.062
84.41,12.53925,20.13,33.873
85.24,17.7695,27.43,42.83025
86.07,20.72875,31.45,48.4735
86.9,16.11975,25.375,40.37125
87.72,13.17725,21.24,35.09525
88.55,11.0795,18.455,32.09125
89.38,9.3595,16.465,29.88225
90.21,10.63,17.795,31.2705
91.03,16.78975,25.89,41.05375
91.86,20.61725,31.425,48.56175
92.69,17.1095,26.655,42.07075
93.52,13.778,22.105,36.2675
94.34,11.609,19.085,32.77775
95.17,9.69975,16.9,30.6925
96,8.35975,15.275,28.167
