time,Q1,Q2,Q3
72,6.20975,12.54,22.92025
72.83,21.48975,32.2,47.58475
73.66,31.61975,46.365,64.556
74.48,30.51825,43.685,61.86075
75.31,24.6595,35.345,50.5215
76.14,20.24975,29.815,43.63625
76.97,17.05925,25.8,38.4315
77.79,14.61725,22.795,34.915
78.62,12.6585,20.54,32.3045
79.45,11.03975,18.77,30.47425
80.28,9.799,17.22,28.82
81.1,8.7785,15.975,27.372
81.93,7.86975,14.87,26.05225
82.76,7.2395,13.915,24.80025
83.59,6.64875,13.07,23.69025
84.41,14.8285,23.41,36.298
85.24,27.24675,40.06,56.742
86.07,34.44725,49.985,69.89975
86.9,27.3195,39.11,55.904
87.72,22.38425,32.305,47.01425
88.55,18.48875,27.775,41.022
89.38,15.74675,24.24,36.815
90.21,13.5995,21.64,33.77125
91.03,11.86925,19.675,31.5205
91.86,10.4395,18.03,29.77125
92.69,9.32925,16.62,28.23125
93.52,8.25975,15.465,26.80225
94.34,7.5495,14.425,25.51075
95.17,6.9595,13.52,24.37
96,6.35875,12.685,23.31075
