time,Q1,Q2,Q3
72,23.697,35.09,53.9825
72.83,23.69725,35.105,54.023
73.66,23.6975,35.115,54.0725
74.48,23.7075,35.125,54.13175
75.31,23.70775,35.135,54.191
76.14,23.70775,35.155,54.25025
76.97,23.708,35.165,54.2905
77.79,23.718,35.18,54.32125
78.62,23.718,35.19,54.342
79.45,23.71825,35.205,54.36275
80.28,23.71825,35.21,54.39325
81.1,23.7185,35.22,54.41375
81.93,23.7185,35.225,54.43375
82.76,23.71875,35.235,54.454
83.59,23.7285,35.24,54.474
84.41,23.72875,35.25,54.494
85.24,23.72875,35.265,54.514
86.07,23.72875,35.27,54.52425
86.9,23.729,35.28,54.54425
87.72,23.729,35.285,54.5545
88.55,23.729,35.295,54.5745
89.38,23.72925,35.3,54.58475
90.21,23.72925,35.3,54.59475
91.03,23.72925,35.31,54.61475
91.86,23.7295,35.32,54.62475
92.69,23.7295,35.32,54.635
93.52,23.7295,35.325,54.645
94.34,23.73925,35.33,54.655
95.17,23.73925,35.335,54.66525
96,23.7395,35.335,54.67525
