time,Q1,Q2,Q3
72,12.0095,21.36,36.1735
72.83,14.8695,25.245,40.733
73.66,16.96875,27.615,43.53225
74.48,18.33825,29.37,45.6805
75.31,19.24925,30.57,47.111
76.14,19.1785,30.305,47.0305
76.97,15.37975,25.545,40.765
77.79,12.6195,22.08,37.13075
78.62,14.4175,24.48,40.1105
79.45,16.53925,27.2,43.152
80.28,18.01,29.035,45.39225
81.1,19.059,30.33,46.9825
81.93,19.878,31.3,48.2625
82.76,16.21975,26.65,42.284
83.59,13.38675,22.85,38.172
84.41,13.7595,23.59,39.2425
85.24,16.04925,26.695,42.6615
86.07,17.70875,28.61,45.0315
86.9,18.8875,30.06,46.78425
87.72,19.69825,31.12,48.121
88.55,17.11925,27.815,43.94025
89.38,14.0395,23.79,39.23
90.21,13.01875,22.635,38.14075
91.03,15.52975,26.05,42.05075
91.86,17.31,28.185,44.57175
92.69,18.65725,29.725,46.5155
93.52,19.48875,30.91,47.89125
94.34,18.12975,29.035,45.71
95.17,14.69775,24.62,40.104
96,12.05975,21.485,36.69025
