time,Q1,Q2,Q3
72,5.44,8.975,14.29175
72.83,6.969,10.85,16.47225
73.66,7.82875,12.045,18.0525
74.48,8.449,12.86,19.25025
75.31,8.91,13.43,19.95
76.14,8.84975,13.33,19.59125
76.97,7.019,10.975,16.52075
77.79,5.76875,9.31,14.73025
78.62,6.6495,10.435,16.092
79.45,7.64975,11.795,17.733
80.28,8.3195,12.715,19.04175
81.1,8.81975,13.315,19.8015
81.93,9.15975,13.825,20.3225
82.76,7.41925,11.5,17.2105
83.59,6.0195,9.66,15.1715
84.41,6.30975,10.02,15.62175
85.24,7.50825,11.535,17.354
86.07,8.1695,12.56,18.813
86.9,8.7,13.195,19.633
87.72,9.07,13.715,20.2225
88.55,7.907,12.05,17.905
89.38,6.26975,10.07,15.64025
90.21,5.9395,9.52,15.12175
91.03,7.26875,11.245,17.04175
91.86,7.99925,12.35,18.63075
92.69,8.5895,13.05,19.493
93.52,8.98975,13.61,20.132
94.34,8.34975,12.655,18.8005
95.17,6.6495,10.5,16.081
96,5.46,9.02,14.44025
