time,Q1,Q2,Q3
72,3.21925,7.035,13.7405
72.83,7.60975,12.69,20.07025
73.66,10.6385,16.5,24.99525
74.48,12.59,19.185,28.4015
75.31,14.0695,21.305,31.76025
76.14,14.42825,21.815,32.47125
76.97,11.2895,17.65,26.21025
77.79,9.14975,14.815,23.0025
78.62,7.5195,12.895,20.673
79.45,6.35975,11.34,19.02275
80.28,5.45975,10.205,17.53275
81.1,4.7295,9.23,16.61175
81.93,4.15,8.475,15.741
82.76,3.739,7.855,14.9205
83.59,3.37,7.325,14.20025
84.41,5.739,10.14,17.38475
85.24,9.2095,14.82,23.1
86.07,11.72625,17.93,26.92
86.9,13.41,20.33,30.28275
87.72,14.67975,22.22,33.00325
88.55,12.6695,19.59,29.1735
89.38,10.19925,16.175,24.39125
90.21,8.28,13.85,22.05025
91.03,6.9575,12.085,19.94075
91.86,5.90975,10.785,18.3305
92.69,5.1395,9.705,17.10225
93.52,4.39975,8.865,16.20125
94.34,3.94975,8.17,15.37
95.17,3.55925,7.595,14.6105
96,3.23,7.08,13.89225
