time,Q1,Q2,Q3
72,6.70975,11.985,19.55125
72.83,12.4985,18.93,28.52075
73.66,16.1995,23.51,34.31425
74.48,14.97,21.87,31.87275
75.31,12.01,18.205,26.96125
76.14,9.91,15.655,23.95075
76.97,8.20925,13.72,21.57525
77.79,6.9895,12.305,20.0425
78.62,11.268,17.49,26.84025
79.45,15.35,22.605,33.155
80.28,15.94775,23.145,33.6615
81.1,12.689,19.01,28.06075
81.93,10.40975,16.23,24.63075
82.76,8.59675,14.2,22.18525
83.59,7.289,12.68,20.43125
84.41,9.96925,15.86,24.88075
85.24,14.5195,21.575,31.83275
86.07,17.078,24.6,35.792
86.9,13.34,19.905,29.2745
87.72,10.8895,16.91,25.243
88.55,8.99975,14.665,22.94175
89.38,7.599,13.04,20.94025
90.21,8.5095,14.07,22.4125
91.03,13.5895,20.31,30.3115
91.86,16.9095,24.49,35.57
92.69,14.069,20.885,30.6205
93.52,11.4295,17.565,26.251
94.34,9.47,15.18,23.51025
95.17,7.91925,13.4,21.32425
96,6.7395,12.06,19.81275
