time,Q1,Q2,Q3
72,6.19875,11.235,19.83775
72.83,10.01825,15.68,25.14025
73.66,12.428,18.685,28.43225
74.48,13.89,20.745,30.88075
75.31,14.97975,22.335,33.31025
76.14,15.169,22.47,33.1465
76.97,12.01925,18.235,27.79275
77.79,9.8,15.56,24.44525
78.62,8.07,13.6,22.45025
79.45,6.8095,12.13,20.98
80.28,7.7295,12.97,21.96425
81.1,10.94,16.84,26.531
81.93,13.01975,19.435,29.50275
82.76,14.33875,21.37,31.79425
83.59,15.30975,22.825,33.85725
84.41,14.02925,20.875,30.9435
85.24,11.15975,17.19,26.772
86.07,9.1895,14.885,23.941
86.9,7.69925,13.085,22.04075
87.72,6.44925,11.73,20.562
88.55,8.9495,14.45,23.7705
89.38,11.77975,17.85,27.563
90.21,13.5295,20.195,30.30025
91.03,14.68975,21.925,32.7935
91.86,15.67775,23.22,34.33825
92.69,12.92925,19.45,29.315
93.52,10.499,16.325,25.71225
94.34,8.71525,14.24,23.1915
95.17,7.26925,12.63,21.641
96,6.2085,11.35,20.05625
