Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.53848,0.185508,12.7619,0.0763688,2.37383,0.237271,10.5058,0.0167203,All
2.6982,0.278261,13.7318,0.00152738,2.68602,0.0949084,18.1257,0.0173036,All
2.85792,0,14.7018,0,2.99821,0.0759268,25.7456,0.0192478,All
3.01764,0,15.6718,0.0381844,3.31041,0.170835,33.3655,0.018859,All
3.17737,0,16.6417,0.0748414,3.6226,0.204053,40.9854,0.00661036,All
3.33709,0.074203,17.6117,0.0290201,3.93479,0.170835,48.6053,0.0157482,All
3.49681,0.278261,18.5816,0.0442939,4.24698,0.16609,56.2252,0.00661036,All
3.65653,0.111305,19.5516,0.0198559,4.55917,0.260998,63.8451,0.00466614,All
3.81625,0,20.5215,0.036657,4.87136,0.260998,71.465,0.00758248,All
3.97598,0,21.4915,0.036657,5.18356,0.360652,79.085,0.00583267,All
4.1357,0,22.4614,0.0473486,5.49575,0.242017,86.7049,0.00272191,All
4.29542,0.148406,23.4314,0.12219,5.80794,0.199308,94.3248,0.00291634,All
4.45514,0.194783,24.4013,0.109971,6.12013,0.0996539,101.945,0.0017498,All
4.61486,0.445218,25.3713,0.134409,6.43232,0.0806722,109.565,0.000388845,All
4.77459,0.473044,26.3412,0.0672045,6.74451,0.0996539,117.184,0,All
4.93431,0.324638,27.3112,0.0702593,7.05671,0.0474542,124.804,0.00291634,All
5.09403,0.417392,28.2811,0.0504034,7.3689,0.00949084,132.424,0.00252749,All
5.25375,0.24116,29.2511,0.0183285,7.68109,0.213544,140.044,0,All
5.41347,0.315363,30.221,0.0152738,7.99328,0.0521996,147.664,0,All
5.57319,0.250435,31.191,0,8.30547,0.0664359,155.284,0.000388845,All
5.73292,0.788407,32.1609,0,8.61766,0.0237271,162.904,0.00233307,All
5.89264,0.473044,33.1309,0.00152738,8.92986,0.180326,170.524,0,All
6.05236,0.306088,34.1008,0,9.24205,0,178.144,0,All
6.21208,0.500871,35.0708,0.0351296,9.55424,0,185.764,0,All
6.3718,0.315363,36.0407,0.036657,9.86643,0,193.384,0,All
6.53153,0.111305,37.0107,0,10.1786,0,201.003,0,All
6.69125,0.259711,37.9807,0.00305475,10.4908,0.00474542,208.623,0.000972112,All
