parameter,value,se_lin,rse_lin
Cl_pop,5.16355639464758,0.351701741741222,6.81123076540401
V1_pop,20.713998613772,1.66652615253793,8.04541017700904
Q_pop,5.99192071800693,1.15775809632351,19.3219862346344
V2_pop,24.5876324663615,3.64619381091303,14.829381462007
omega_Cl,0.253292403269993,0.0484041784251488,19.110000063268
omega_V1,0.275636144556668,0.0608579307744463,22.0790821437188
omega_Q,0.643843264757865,0.149932667826451,23.2871377295276
omega_V2,0.320104136915616,0.159086682921707,49.6984151640765
corr_V2_V1,0.998930451209986,0.282185251049588,28.2487385090506
a1,0.30281808707588,0.0222174876708231,7.3369090615964
a2,0.0636486774901225,0.00640179320496411,10.0580144904937
