parameter,value,se_lin,rse_lin
Cl_pop,5.247714051547,0.298932076966522,5.69642465329066
beta_Cl_logtCLCRMLMIN,0.62859642597076,0.245430804985572,39.0442571490199
V1_pop,20.7625016805093,1.41118189455818,6.79678160307107
Q_pop,5.67557432591436,1.17006730633936,20.6158397221035
V2_pop,26.30030914693,3.45695532593458,13.1441623238034
omega_Cl,0.20990644172773,0.0402949793653051,19.1966378133225
omega_V1,0.226822856731441,0.0527347194056114,23.2492969031113
omega_Q,0.706409983132516,0.15609767543165,22.0973201340456
omega_V2,0.1770521172843,0.19241522407508,108.677166377011
corr_V2_V1,0.997788875659353,0.864119823659682,86.6034734140185
a1,0.305057228101881,0.022367344433585,7.33217979221751
a2,0.0628628288581428,0.00625733648245036,9.95395306910346
