simulations,OFV
500,943.136
1000,944.45
1500,943.635
2000,942.8
2500,943.299
3000,943.562
3500,943.304
4000,943.391
4500,943.671
5000,943.599
5500,943.266
6000,943.346
6500,943.179
7000,943.18
7500,943.036
8000,943.153
8500,943.321
9000,943.068
9500,942.96
10000,942.733
10500,942.583
11000,942.587
11500,942.56
12000,942.43
12500,942.526
13000,942.343
13500,942.224
14000,942.08
14500,942.07
15000,942.137
15500,942.088
16000,942.204
16500,942.178
17000,942.26
17500,942.246
18000,942.009
18500,942.115
19000,941.979
19500,941.847
20000,941.661
20500,941.673
21000,941.562
21500,941.606
22000,941.693
22500,941.659
23000,941.533
23500,941.528
24000,941.468
24500,941.419
25000,941.461
25500,941.46
26000,941.453
26500,941.465
27000,941.41
27500,941.421
28000,941.497
28500,941.498
29000,941.578
29500,941.614
30000,941.686
