iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1516.23,1,7.8892,3.05437,10.2532,32.5461,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1492.76,1,4.49529,5.91887,22.2562,61.2001,0.974679,0.974679,0.248575,0.998761,1.46202,1.46951,1.46202,1.16962
3,1488.21,1,4.5234,5.54316,21.2061,59.6127,0.95,0.95,0.466695,0.998761,1.425,1.52805,1.425,1.14
4,1470.72,1,4.03724,6.98891,18.7147,54.0599,0.925945,0.925945,0.59204,0.998761,1.38892,1.48936,1.38892,1.11113
5,1462.51,1,3.97167,6.80452,21.6516,60.6444,0.9025,0.9025,0.680144,0.998761,1.35375,1.45165,1.35375,1.083
6,1456.37,1,4.01348,6.98461,28.9872,76.6894,0.879648,0.879648,0.719082,0.998761,1.31947,1.44334,1.31947,1.05558
7,1448.15,1,3.93948,9.36454,31.4561,81.3803,0.857375,0.857375,1.06732,0.998761,1.28606,1.4068,1.28606,1.02885
8,1422.18,1,4.49406,8.99762,26.1932,69.7496,0.835666,0.835666,0.525272,0.998761,1.2535,1.37118,1.2535,1.0028
9,1416.2,1,4.40088,6.9916,31.5971,81.0584,0.814506,0.814506,0.600876,0.998761,1.22176,1.34585,1.22176,0.977407
10,1392.93,1,4.97407,7.10452,28.8631,75.3635,0.793882,0.793882,0.636011,0.998761,1.19082,1.31177,1.19082,0.952659
11,1399.62,1,4.82518,5.76357,34.2055,86.5734,0.773781,0.773781,0.671969,0.998761,1.16067,1.4009,1.16067,0.928537
12,1378.05,1,4.83432,5.60768,31.5965,81.169,0.754188,0.754188,0.388266,0.998761,1.13128,1.36543,1.13128,0.905026
13,1359.57,1,4.84621,7.63186,29.0218,75.2155,0.735092,0.735092,0.649782,0.998761,1.10264,1.33085,1.10264,0.88211
14,1354.54,1,4.725,6.38635,26.7041,70.3483,0.716479,0.716479,0.21603,0.998761,1.07472,1.32418,1.07472,0.859775
15,1347.84,1,4.59007,7.03235,26.3785,69.8478,0.698337,0.698337,0.355885,0.998761,1.04751,1.38053,1.04751,0.838005
16,1341.48,1,4.77114,8.18092,24.0237,64.7814,0.680655,0.680655,0.645384,0.998761,1.02098,1.38932,1.02098,0.816786
17,1316.35,1,4.79618,8.47792,25.7657,69.355,0.66342,0.66342,0.59055,0.998761,0.995131,1.35414,0.995131,0.796105
18,1311.49,1,4.853,7.88188,27.4991,73.2332,0.646622,0.646622,0.422052,0.998761,0.969933,1.3306,0.969933,0.775947
19,1298.86,1,4.84965,7.93038,28.0545,73.8095,0.630249,0.630249,0.606977,0.998761,0.945374,1.32029,0.945374,0.756299
20,1284.53,1,4.96938,6.86365,26.1196,69.8283,0.614291,0.614291,0.603118,0.998761,0.921437,1.28686,0.921437,0.737149
21,1276.98,1,4.95779,7.3302,25.6881,69.4656,0.598737,0.598737,0.509354,0.998761,0.898105,1.25428,0.898105,0.718484
22,1262.51,1,4.99213,5.71776,27.5993,73.7954,0.583577,0.583577,0.253404,0.998761,0.875365,1.22252,0.875365,0.700292
23,1254.81,1,4.72635,5.04174,26.7643,72.2138,0.5688,0.5688,0.44293,0.998761,0.8532,1.22187,0.8532,0.68256
24,1235.83,1,5.07279,4.08886,26.6287,71.407,0.554398,0.554398,0.448651,0.998761,0.831597,1.19937,0.831597,0.665277
25,1238.87,1,4.87998,4.22905,27.591,73.1225,0.54036,0.54036,0.570847,0.998761,0.81054,1.169,0.81054,0.648432
26,1229.13,1,4.98786,4.39372,28.1136,74.6481,0.526678,0.526678,0.450639,0.998761,0.790017,1.21694,0.790017,0.632013
27,1213.21,1,5.06757,5.17634,26.753,71.3666,0.513342,0.513342,0.514627,0.998761,0.770013,1.267,0.770013,0.61601
28,1192.75,1,4.9434,5.6632,27.6334,72.66,0.500344,0.500344,0.566752,0.998761,0.750516,1.23492,0.750516,0.600413
29,1182.33,1,4.90431,5.72429,26.0223,68.6953,0.487675,0.487675,0.570926,0.998761,0.731512,1.20365,0.731512,0.58521
30,1165.15,1,5.09584,4.54294,26.9741,70.1317,0.475327,0.475327,0.54752,0.998761,0.71299,1.17318,0.71299,0.570392
31,1164.3,1,4.98794,3.931,27.2302,70.2574,0.463291,0.463291,0.624049,0.998761,0.694937,1.1949,0.694937,0.555949
32,1150.87,1,4.99772,3.68698,26.5076,68.7278,0.45156,0.45156,0.629695,0.998761,0.677341,1.16465,0.677341,0.541873
33,1144.9,1,4.88153,3.58699,26.015,67.4953,0.440127,0.440127,0.600494,0.998761,0.66019,1.13516,0.66019,0.528152
34,1145.39,1,4.81092,3.42161,27.9574,71.5131,0.428982,0.428982,0.78622,0.998761,0.643474,1.15373,0.643474,0.514779
35,1122.59,1,4.96431,4.11344,25.9594,67.4539,0.41812,0.41812,0.613032,0.998761,0.627181,1.18252,0.627181,0.501744
36,1111.07,1,5.05257,4.82176,27.1004,70.1521,0.407533,0.407533,0.578161,0.998761,0.6113,1.15258,0.6113,0.48904
37,1105.46,1,5.15639,4.38582,26.5434,68.7009,0.397214,0.397214,0.559193,0.998761,0.595821,1.12339,0.595821,0.476657
38,1093.16,1,5.07938,4.24584,27.0803,69.6463,0.387157,0.387157,0.584631,0.998761,0.580735,1.09495,0.580735,0.464588
39,1072.03,1,5.16504,5.2374,26.4114,68.3257,0.377354,0.377354,0.584427,0.998761,0.56603,1.06722,0.56603,0.452824
40,1066.33,1,5.07632,5.09125,26.4172,68.3481,0.367799,0.367799,0.44988,0.998761,0.551698,1.0402,0.551698,0.441359
41,1062.48,1,5.12011,4.92293,24.9642,65.522,0.358486,0.358486,0.353712,0.998761,0.537729,1.01386,0.537729,0.430183
42,1047.77,1,5.17147,4.59252,24.9203,65.5716,0.349409,0.349409,0.540981,0.998761,0.524113,0.988189,0.524113,0.419291
43,1044.42,1,4.93355,5.01007,26.0347,67.8059,0.340562,0.340562,0.534709,0.998761,0.510842,0.963168,0.510842,0.408674
44,1033.76,1,5.02767,5.55908,25.0785,65.9101,0.331938,0.331938,0.667761,0.998761,0.497908,0.93878,0.497908,0.398326
45,1026.89,1,5.13167,5.27076,24.1915,63.9512,0.323534,0.323534,0.466524,0.998761,0.4853,0.915009,0.4853,0.38824
46,1007.88,1,5.03359,4.16847,25.6148,67.0633,0.315341,0.315341,0.535644,0.998761,0.473012,0.891841,0.473012,0.37841
47,996.606,1,4.96922,3.88215,25.39,66.7647,0.307357,0.307357,0.457587,0.998761,0.461035,0.869259,0.461035,0.368828
48,994.885,1,5.00733,3.27303,25.2673,66.3413,0.299574,0.299574,0.515526,0.998761,0.449362,0.847249,0.449362,0.359489
49,976.622,1,4.88002,3.59024,25.8667,67.5365,0.291989,0.291989,0.549254,0.998761,0.437984,0.825796,0.437984,0.350387
50,980.324,1,4.91696,3.47796,25.8149,67.4334,0.284596,0.284596,0.618746,0.998761,0.426894,0.804886,0.426894,0.341515
51,969.004,1,5.00519,3.22411,25.7978,66.9719,0.27739,0.27739,0.538237,0.998761,0.416084,0.794987,0.416084,0.332867
52,956.479,1,4.97991,3.76646,26.5979,68.5532,0.270366,0.270366,0.527572,0.998761,0.405549,0.774857,0.405549,0.324439
53,953.721,1,4.91319,3.6468,26.0021,67.4698,0.26352,0.26352,0.549661,0.998761,0.39528,0.755237,0.39528,0.316224
54,939.407,1,5.01697,3.50793,25.5699,66.6434,0.256848,0.256848,0.514111,0.998761,0.385271,0.736114,0.385271,0.308217
55,926.654,1,4.9977,3.77008,26.4941,68.7927,0.250344,0.250344,0.493845,0.998761,0.375516,0.717475,0.375516,0.300413
56,923.019,1,5.00743,3.96312,26.6636,69.143,0.244005,0.244005,0.510949,0.998761,0.366008,0.699308,0.366008,0.292806
57,912.818,1,5.04461,3.56099,26.7927,69.5833,0.237827,0.237827,0.45716,0.998761,0.35674,0.681602,0.35674,0.285392
58,909.838,1,4.94785,3.44541,26.9972,69.9021,0.231805,0.231805,0.543393,0.998761,0.347707,0.664343,0.347707,0.278166
59,917.451,1,4.9047,3.6095,27.0564,69.9942,0.225936,0.225936,0.545388,0.998761,0.338903,0.647522,0.338903,0.271123
60,901.404,1,4.97279,3.71967,26.819,69.4969,0.220215,0.220215,0.51252,0.998761,0.330322,0.631126,0.330322,0.264258
61,895.149,1,4.97888,3.69967,26.8999,69.984,0.214639,0.214639,0.480012,0.998761,0.321958,0.619093,0.321958,0.257567
62,888.017,1,5.03214,4.09212,26.7673,69.6853,0.209204,0.209204,0.490052,0.998761,0.313806,0.603418,0.313806,0.251045
63,891.052,1,5.11486,3.73114,26.7006,69.5476,0.203907,0.203907,0.509867,0.998761,0.30586,0.608465,0.30586,0.244688
64,878.104,1,5.01288,3.81823,26.2163,68.5394,0.198744,0.198744,0.512697,0.998761,0.298116,0.593058,0.298116,0.238493
65,870.369,1,5.02467,3.85285,26.3096,68.7414,0.19461,0.193711,0.484778,0.998761,0.290567,0.607169,0.290567,0.232454
