simulations,OFV
500,951.996
1000,952.87
1500,952.126
2000,950.843
2500,951.142
3000,951.265
3500,951.187
4000,951.268
4500,951.32
5000,951.636
5500,951.596
6000,951.478
6500,951.294
7000,951.454
7500,951.153
8000,951.264
8500,951.412
9000,951.345
9500,951.15
10000,950.961
10500,950.968
11000,950.793
11500,950.65
12000,950.426
12500,950.513
13000,950.01
13500,949.741
14000,949.65
14500,949.705
15000,949.799
15500,949.632
16000,949.757
16500,949.652
17000,949.762
17500,949.714
18000,949.579
18500,949.678
19000,949.528
19500,949.457
20000,949.376
20500,949.327
21000,949.21
21500,949.256
22000,949.341
22500,949.364
23000,949.208
23500,949.155
24000,949.158
24500,949.243
25000,949.344
25500,949.349
26000,949.311
26500,949.277
27000,949.215
27500,949.263
28000,949.371
28500,949.363
29000,949.456
29500,949.523
30000,949.581
