rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
1,1,-2.82122,-0.0206871,0.772972,1.1287,0
2,1,-2.42627,-1.13418,1.8727,0.625455,0
3,1,-2.3596,-1.98879,1.61394,-1.99752,0
4,1,-2.79955,-0.40621,-0.0661006,-0.0662334,0
5,1,-2.55532,-0.841613,0.522921,1.21756,0
6,1,-2.51447,-0.741394,-0.0932771,0.404915,0
7,1,-2.70819,-0.909358,-0.436604,1.20639,0
8,1,-2.55572,0.189822,0.740578,-0.434714,0
9,1,-2.66047,-1.47379,0.559402,0.716866,0
10,1,-2.481,-1.62775,1.18409,1.80823,0
1,2,0.992295,0.335938,0.203436,-1.98828,0
2,2,0.886137,1.03926,-0.410464,0.242246,0
3,2,0.736312,0.504872,-0.51885,0.0475469,0
4,2,1.03197,0.971736,0.0756945,-0.768448,0
5,2,0.913422,0.567823,-0.191221,-1.37067,0
6,2,1.02591,0.68884,-0.182228,-1.09242,0
7,2,0.847079,0.709261,-0.290321,-0.894063,0
8,2,1.07329,0.816922,0.205666,-0.278046,0
9,2,0.74909,0.541155,-0.378101,0.828923,0
10,2,0.896673,1.04196,-0.454398,1.35657,0
1,3,0.702502,1.39518,0.264784,0.694153,0
2,3,0.784674,1.27323,0.0631413,0.693556,0
3,3,0.657945,0.916158,-0.148036,-0.872012,0
4,3,0.687651,0.63803,0.144611,0.661635,0
5,3,0.901871,0.681333,0.441196,0.977335,0
6,3,0.682593,0.531598,0.235957,-0.0336396,0
7,3,0.62833,0.521541,0.224811,1.41098,0
8,3,0.857153,0.538185,0.676956,-0.308426,0
9,3,0.777664,0.623984,0.449205,1.07234,0
10,3,0.721273,0.696229,0.0159343,0.12627,0
1,4,-0.0535698,-0.220017,-0.494928,1.01656,0
2,4,-0.239659,-0.444892,-1.25763,0.397877,0
3,4,-0.0721782,-0.271978,-0.639063,-0.0839704,0
4,4,-0.0741569,-0.373637,-0.977339,0.0830087,0
5,4,0.0999068,-0.0577894,-0.329534,-1.9063,0
6,4,-0.0604923,0.0131479,-0.77117,-0.874119,0
7,4,-0.33166,-0.406422,-1.67612,-0.29547,0
8,4,-0.0214969,-0.196018,-0.228696,-0.0469741,0
9,4,-0.00638782,-0.731991,-0.537127,-1.70365,0
10,4,0.0334799,0.625819,-1.47372,-0.452607,0
1,5,-0.579973,0.200058,0.742919,0.260458,0
2,5,-0.590336,0.512812,0.720335,2.59311,0
3,5,-0.583788,0.379466,0.285153,2.06512,0
4,5,-0.537022,0.703104,0.50594,-1.45951,0
